#tiré du fichier Gnumeric TALDICE
#ztop (m)	d18O (pm)	deut	Bintanja Isotot
577	-37.67	-290.768013737575	1.54674660118882
578	-35.62	-273.381369141128	1.54508381300957
579	-36.64	-280.633515646172	1.54337948839334
580	-36.60	-280.332001692164	1.5416120572766
581	-36.50	-281.55178800152	1.53993266345333
582	-37.45	-289.417346368529	1.53848970267197
583	-36.01	-276.96386485511	1.53694704742118
584	-36.79	-281.15268542443	1.53539163048143
585	-37.02	-282.9715424	1.53403037940409
586	-36.06	-275.29821149846	1.53249350268337
587	-36.94	-282.29573272788	1.53131144054953
588	-36.13	-275.376947041917	1.52993944782153
589	-36.52	-277.254341333333	1.52875417368685
590	-37.42	-284.432443962467	1.52766119281645
591	-36.50	-278.330453716357	1.52675768956662
592	-37.34	-285.419298520555	1.52595082540655
593	-37.27	-284.844322133333	1.52510333124565
594	-36.68	-280.156133734544	1.52440482212455
595	-35.73	-272.576810353604	1.5237023991736
596	-36.82	-281.255984	1.5231276351858
597	-36.84	-281.423583077437	1.52263407955869
598	-36.50	-278.669632119077	1.5219160059509
599	-37.37	-289.732281940432	1.52102050114811
600	-35.73	-276.758932723641	1.52002007639129
601	-36.57	-283.446947674314	1.51891008699375
602	-36.39	-278.047343209563	1.51796038403606
603	-37.53	-287.155425715114	1.51698976053602
604	-37.06	-283.374106466148	1.51600980852859
605	-35.93	-274.351752790134	1.5153056401562
606	-37.21	-284.5538286999	1.51448274472034
607	-36.78	-278.964408310975	1.51365436799068
608	-37.70	-285.90653305385	1.51281243150905
609	-36.47	-276.845963025751	1.51207366516779
610	-36.36	-277.382980302735	1.51143993149914
611	-37.06	-282.991011889133	1.51078238156927
612	-37.22	-285.146779261212	1.51013303643262
613	-36.56	-280.063684563804	1.50951297637145
614	-36.72	-281.380968	1.50897632805481
615	-36.68	-281.063536916979	1.50824511176637
616	-36.67	-280.931511860849	1.50742809044258
617	-37.12	-285.118454124575	1.50670720856713
618	-36.44	-279.89387598992	1.50606144621944
619	-36.60	-280.960166953547	1.50535763161914
620	-37.30	-285.870331219649	1.50445024077155
621	-37.19	-285.007515630046	1.50354523814202
622	-36.66	-281.040730153392	1.50261420268555
623	-36.82	-282.326649787706	1.5015073908341
624	-36.90	-282.981315169751	1.50031014129165
625	-36.58	-280.465476031406	1.49896220431623
626	-36.55	-279.933412728734	1.49713745957219
627	-36.55	-279.21905597871	1.49514029558429
628	-35.33	-269.413260919851	1.49315003265418
629	-36.62	-279.584073798121	1.49096924750651
630	-36.69	-280.036708619474	1.48845327237283
631	-37.53	-286.804117041414	1.48597146948013
632	-37.89	-290.055459780363	1.48371055176089
633	-37.81	-289.383785432593	1.48138686686286
634	-36.41	-278.193539418095	1.47890388895219
635	-36.71	-280.585216266667	1.47604008860138
636	-36.40	-277.909131983122	1.47277116522578
637	-37.14	-282.836404272111	1.47001894988708
638	-36.26	-275.762282385938	1.46734420461975
639	-36.47	-277.650124426626	1.46444507758852
640	-36.68	-279.909403812306	1.4620896464076
641	-37.19	-284.297888812946	1.45964710442637
642	-37.90	-290.776987479108	1.45637619231653
643	-36.56	-280.04858141728	1.4533754319059
644	-35.83	-274.271036423205	1.45012922446406
645	-36.35	-278.43617974593	1.4470241710812
646	-36.79	-281.854968803115	1.44403192399284
647	-36.21	-276.844020149777	1.44130293310133
648	-37.10	-283.992323634397	1.43837124014551
649	-36.76	-281.2329197101	1.43556336508357
650	-37.30	-285.5304032	1.43255134837584
651	-37.20	-284.884198206011	1.42934982894034
652	-36.40	-279.291854442849	1.4261214966687
653	-36.26	-278.195839344336	1.42315350727592
654	-37.14	-285.214431635642	1.42011756927407
655	-37.29	-286.412294739811	1.41710967088393
656	-37.53	-288.22676994121	1.41447436783318
657	-37.26	-285.719837075301	1.4116097958628
658	-36.60	-280.422167252158	1.4090456534342
659	-36.33	-277.122824015783	1.40631950123475
660	-37.18	-283.54002330289	1.4038360429832
661	-35.85	-273.155698574599	1.40107088338849
662	-37.03	-283.349167840053	1.39888815629845
663	-36.56	-279.542470220466	1.39681422388061
664	-36.20	-276.677724483674	1.39494784557197
