#From Jouzel et al. (Science, 2007)
#Extrapolated for depths <=6.05 m
#Excess extrapolated for depth>=2151.6 m
#depth-top (m)	d18O (pm)	deut (pm)	d18OSW (pm)
1054.35	-55.4	-434.6	1.15130816355298
1054.9	-55.0	-429	1.1481791602241
1055.45	-54.7	-428.2	1.14514765748514
1056	-55.5	-433.6	1.14213311297713
1056.55	-54.4	-425.9	1.13891675096804
1057.1	-54.8	-428.4	1.13603162035881
1057.65	-54.7	-427.9	1.13312096292679
1058.2	-54.3	-426.7	1.13018796080948
1058.75	-53.7	-419.4	1.12727789602493
1059.3	-54.3	-424.5	1.12456387584802
1059.85	-54.0	-421.9	1.1216733836452
1060.4	-53.9	-422	1.11892273217107
1060.95	-53.5	-418.5	1.11613597796975
1061.5	-54.0	-421.2	1.1132389118603
1062.05	-53.8	-421.4	1.11024598097483
1062.6	-54.2	-424.1	1.10724493021149
1063.15	-53.7	-420.7	1.10406076374757
1063.7	-55.3	-434.7	1.10082154344495
1064.25	-55.1	-432	1.09699183487092
1064.8	-53.5	-419.7	1.0932824062003
1065.35	-54.9	-430.9	1.09003624965734
1065.9	-54.6	-426.8	1.08630966050905
1066.45	-54.0	-425.6	1.08259500121912
1067	-54.0	-424.4	1.07893199651887
1067.55	-54.0	-424.6	1.07531992773005
1068.1	-54.8	-430.7	1.07167529869235
1068.65	-55.1	-431.6	1.06771953150768
1069.2	-54.6	-429.1	1.06371974134458
1069.75	-54.7	-429.7	1.0598363145343
1070.3	-53.9	-423.5	1.05592388934934
1070.85	-54.7	-428.7	1.05230168104588
1071.4	-54.7	-429.5	1.04849127824093
1071.95	-54.8	-428.4	1.04461511172176
1072.5	-55.0	-430.5	1.04075866867267
1073.05	-54.9	-429.9	1.03680322609576
1073.6	-54.7	-428.1	1.03287828508047
1074.15	-55.0	-431.1	1.0290898324681
1074.7	-55.1	-432.3	1.02520269094833
1075.25	-54.7	-430.2	1.02133800194338
1075.8	-55.5	-437	1.01768663983537
1076.35	-54.9	-430.9	1.01378488520882
1076.9	-55.2	-434.2	1.0100999518135
1077.45	-55.1	-432.5	1.00631537164524
1078	-56.1	-438.2	1.00267851495826
1078.55	-56.4	-442.2	0.99888499916735
1079.1	-55.6	-436.2	0.99488049794093
1079.65	-55.9	-437.7	0.99101281668896
1080.2	-56.1	-438.8	0.98725945655653
1080.75	-56.1	-438	0.98351754033649
1081.3	-55.8	-434.8	0.97975661341491
1081.85	-55.7	-434.5	0.97613529066974
1082.4	-55.5	-434.7	0.97252298999505
1082.95	-55.5	-433.4	0.9687784477991
1083.5	-55.2	-431.9	0.96503985586566
1084.05	-55.6	-434.9	0.96129488029837
1084.6	-54.9	-428.4	0.95731549738505
1085.15	-55.1	-430.3	0.95359895059865
1085.7	-54.8	-428	0.94974269433869
1086.25	-54.7	-427.6	0.94598946754437
1086.8	-55.6	-434.3	0.94225271231687
1087.35	-54.6	-425.9	0.93816023882157
1087.9	-55.2	-431.6	0.93443941715754
1088.45	-54.6	-427.7	0.93033554408584
1089	-55.4	-433.4	0.92639832777181
1089.55	-54.1	-422.1	0.9221391992857
1090.1	-54.9	-430.5	0.9184492561889
1090.65	-54.6	-426.4	0.91439162039013
1091.2	-54.5	-426.4	0.9106751863973
1091.75	-54.5	-425.7	0.90699202029295
1092.3	-54.9	-428.8	0.90343816073188
1092.85	-54.5	-425.3	0.89968465119526
1093.4	-54.3	-424.9	0.89597662339641
1093.95	-53.1	-414.2	0.89231849031456
1094.5	-53.9	-421.4	0.88911756192631
1095.05	-54.0	-422.2	0.88573754251094
1095.6	-54.0	-422.4	0.88237594867965
1096.15	-53.5	-418	0.87905018070942
1096.7	-54.2	-423.3	0.87590227621217
1097.25	-53.1	-416.1	0.87254754861529
1097.8	-53.6	-419.4	0.86947018079894
1098.35	-54.2	-424.3	0.86631828006449
1098.9	-53.5	-418.6	0.86299611786662
1099.45	-53.8	-420	0.85997605627752
1100	-53.4	-418.9	0.85688853464416
1100.55	-53.2	-415.9	0.85380314744469
1101.1	-52.4	-410.1	0.85093452674043
1101.65	-53.3	-416.9	0.84843750063665
1102.2	-52.9	-413.5	0.84572833077365
1102.75	-52.9	-415.7	0.84312598228884
1103.3	-53.7	-422.7	0.84051730871993
1103.85	-53.6	-420.9	0.83783011893983
1104.4	-53.6	-420.7	0.83529713884797
1104.95	-54.1	-423.5	0.83288579392384
1105.5	-53.8	-421.2	0.83042510190788
1106.05	-54.3	-425.9	0.82805151064908
1106.6	-53.6	-420.3	0.82576274786885
1107.15	-54.9	-429.3	0.82367985969197
1107.7	-54.2	-426.6	0.82153219188275
1108.25	-54.2	-424.4	0.81951808285115
1108.8	-54.1	-424.2	0.81772136336154
1109.35	-54.3	-425.2	0.8160917267285
1109.9	-54.5	-425.9	0.81461681453846
1110.45	-54.2	-425.3	0.81325256449965
1111	-54.8	-429.1	0.8119453282093
1111.55	-55.0	-429.4	0.81138227583921
1112.1	-54.4	-426.7	0.81093097703712
1112.65	-55.2	-431.2	0.81069954812205
1113.2	-54.9	-428.6	0.81063618556135
1113.75	-55.4	-434	0.81069541494133
1114.3	-54.8	-430.2	0.81105168464264
1114.85	-55.5	-435.2	0.8114903492349
1115.4	-55.7	-437.3	0.81213198265758
1115.95	-55.3	-434.2	0.81298624298005
1116.5	-54.9	-430.2	0.81393694889779
1117.05	-55.3	-431.6	0.81508681862215
1117.6	-54.7	-427.9	0.81629110036579
1118.15	-54.7	-427.5	0.81746966881904
1118.7	-55.7	-434.8	0.81879956702977
1119.25	-55.3	-431.2	0.82022390894053
1119.8	-55.1	-430.2	0.82145133791652
1120.35	-54.5	-426.3	0.8229323403345
1120.9	-54.6	-427.4	0.82449649706595
1121.45	-56.0	-438.4	0.82613686592653
1122	-54.4	-425.7	0.82799069221156
1122.55	-55.3	-431.7	0.82954559181646
1123.1	-54.6	-426.4	0.83121663664866
1123.65	-54.5	-428.1	0.832785868546
1124.2	-55.2	-433	0.83415268023712
1124.75	-55.1	-431.6	0.83557836826765
1125.3	-54.9	-429.8	0.83694037791839
1125.85	-55.1	-431.3	0.83809681047137
1126.4	-54.8	-427.2	0.83917795936169
1126.95	-54.6	-426.3	0.8399423681857
1127.5	-54.5	-426.1	0.84058391507817
1128.05	-54.7	-426.7	0.841048495631
1128.6	-55.1	-430.7	0.84123957164892
1129.15	-53.9	-420.9	0.84130096375859
1129.7	-54.8	-428.3	0.84135559598292
1130.25	-54.3	-424.6	0.84127764615479
1130.8	-54.1	-424	0.84082054272141
1131.35	-54.8	-427.9	0.84022064199561
1131.9	-55.4	-432.6	0.8394474812556
1132.45	-54.6	-428.7	0.83831992633039
1133	-54.8	-428.9	0.83708496558112
1133.55	-55.2	-432.4	0.83545824092853
1134.1	-55.3	-432.5	0.83362250176993
1134.65	-55.1	-431.1	0.8316714453782
1135.2	-54.8	-428.5	0.8294540261722
1135.75	-54.9	-430.4	0.82717448670347
1136.3	-55.0	-428.9	0.82459381215386
1136.85	-54.9	-429.9	0.82193358618469
1137.4	-54.4	-425.9	0.81916742947875
1137.95	-54.5	-427.5	0.81619440339771
1138.5	-54.9	-430.1	0.81324427482771
1139.05	-54.3	-424.4	0.81036144279418
1139.6	-54.3	-424.8	0.80751129290837
1140.15	-55.6	-434.8	0.80457276086885
1140.7	-55.1	-430.2	0.80113729171928
1141.25	-54.1	-421.8	0.79778554892038
1141.8	-54.3	-424	0.79461336935665
1142.35	-54.6	-427.1	0.79124797874689
1142.9	-54.4	-427.2	0.78768813499675
1143.45	-54.0	-422.4	0.78401349086141
1144	-54.4	-424.4	0.78051163975419
1144.55	-54.3	-423.1	0.77683087155044
1145.1	-53.8	-419.9	0.77320545729858
1145.65	-54.0	-421	0.76971464912677
1146.2	-54.8	-428.4	0.76603747554181
1146.75	-54.0	-422.9	0.76192971566812
1147.3	-54.2	-424.3	0.75792666994852
1147.85	-54.3	-424.5	0.75388663731042
1148.4	-55.5	-433.5	0.75007772385567
1148.95	-54.0	-420.6	0.74583553186799
1149.5	-54.7	-426.9	0.74219776126402
1150.05	-54.1	-421.3	0.73818301562946
1150.6	-54.8	-428.2	0.73439553738305
1151.15	-53.4	-417.1	0.73004633748125
1151.7	-53.8	-419.8	0.72625057423454
1152.25	-53.7	-419.1	0.7223687227325
1152.8	-54.3	-424.1	0.71849435537065
1153.35	-53.8	-420.3	0.71434804054315
1153.9	-54.8	-428.4	0.7103481286073
1154.45	-53.4	-418.8	0.70592018530633
1155	-54.5	-426.6	0.70197055033039
1155.55	-53.3	-416.1	0.6976341918267
1156.1	-53.2	-414.9	0.6938075837172
1156.65	-54.3	-424.1	0.69000509544927
1157.2	-53.7	-421.4	0.6856770863268
1157.75	-54.0	-423.3	0.68159784758783
1158.3	-54.6	-425.3	0.67753707685288
1158.85	-54.2	-423.4	0.67346486002264
1159.4	-53.9	-419.8	0.66951258101133
1159.95	-53.8	-420.2	0.6657790522344
1160.5	-53.7	-420.1	0.66202647985145
1161.05	-53.0	-413.4	0.65827721285303
1161.6	-54.4	-426.5	0.65486734704569
1162.15	-53.4	-418.4	0.65099651460922
1162.7	-54.2	-423.1	0.64751241580872
1163.25	-53.2	-416.9	0.64385044409295
1163.8	-53.7	-420.2	0.6405315196916
1164.35	-54.1	-422.3	0.63710255322461
1164.9	-53.8	-420.8	0.63374581567116
1165.45	-53.7	-421	0.63047564736129
1166	-53.7	-419.9	0.62728996371554
1166.55	-53.3	-417	0.62418538557735
1167.1	-53.7	-418.7	0.62125297759007
1167.65	-53.8	-421.6	0.61842756255228
1168.2	-53.4	-417.7	0.61566588278463
1168.75	-53.4	-418.9	0.6132581792944
1169.3	-54.0	-423.9	0.61091020370471
1169.85	-53.5	-419.2	0.60846786563261
1170.4	-54.0	-423.8	0.60619293922006
1170.95	-53.9	-422.5	0.60404905239085
1171.5	-53.3	-419.1	0.60206121625836
1172.05	-53.9	-423.8	0.6003620303957
1172.6	-54.3	-424.6	0.59863108893134
1173.15	-54.0	-421.1	0.59693268849683
1173.7	-53.5	-418.7	0.59554413274086
1174.25	-53.0	-414.2	0.59423895813813
1174.8	-53.4	-416.9	0.59309997991785
1175.35	-54.1	-422.4	0.59198758984033
1175.9	-54.2	-422.1	0.5911877872539
1176.45	-53.4	-417	0.59045691297668
1177	-53.2	-417	0.58986739347298
1177.55	-53.5	-417	0.5895414010106
1178.1	-53.6	-419.6	0.58943415438434
1178.65	-52.0	-406.6	0.58951475737966
1179.2	-53.1	-415.6	0.58965692237533
1179.75	-52.7	-411	0.590045758078
1180.3	-53.5	-416	0.5904954812671
1180.85	-53.2	-415.2	0.59122164412328
1181.4	-53.0	-414.3	0.59201012044671
1181.95	-53.9	-421	0.59292844078503
1182.5	-53.4	-416.3	0.59395489313119
1183.05	-53.7	-418.3	0.59518079943698
1183.6	-52.9	-413	0.5964778010739
1184.15	-53.6	-419.2	0.59786201536668
1184.7	-52.9	-413.8	0.59940327596964
1185.25	-52.7	-414.2	0.60095683692835
1185.8	-52.2	-408.5	0.60266248308549
1186.35	-52.3	-409.4	0.6044619752878
1186.9	-52.6	-412.5	0.60624453641093
1187.45	-52.3	-408.4	0.60803092169366
1188	-52.8	-412.2	0.60989502565526
1188.55	-52.8	-413.9	0.61213387430556
1189.1	-52.4	-408.9	0.61444009541494
1189.65	-53.3	-417.1	0.61664249311138
1190.2	-52.6	-412.2	0.61916717378865
1190.75	-51.6	-402.6	0.62166270515026
1191.3	-52.9	-413.4	0.62396913971312
1191.85	-52.9	-412.1	0.62670840948313
1192.4	-52.1	-407.2	0.62942877987945
1192.95	-52.7	-411.5	0.63202163547516
1193.5	-52.8	-413.1	0.63487956101916
1194.05	-52.9	-413	0.63797196465674
1194.6	-52.4	-409.4	0.64110999629319
1195.15	-52.9	-414.3	0.64416860800803
1195.7	-52.1	-405.5	0.64751612224595
1196.25	-52.8	-411.7	0.65062517151406
1196.8	-51.9	-405.4	0.65406911053257
1197.35	-52.0	-406.4	0.65736395317069
1197.9	-52.0	-407.1	0.66069902463914
1198.45	-52.2	-407.5	0.6640627479469
1199	-51.8	-405.3	0.66751775811637
1199.55	-51.7	-404.3	0.67104652477835
1200.1	-52.9	-412.6	0.67445604922698
1200.65	-52.4	-411	0.67783354454421
1201.2	-52.6	-411.9	0.68114772131261
1201.75	-52.7	-414.8	0.6844982883396
1202.3	-52.0	-407.5	0.68796749638841
1202.85	-53.0	-415.1	0.69123222724403
1203.4	-52.7	-412.3	0.6948937196631
1203.95	-52.3	-410.7	0.69846237550051
1204.5	-52.5	-412.8	0.70206487575907
1205.05	-51.9	-405.8	0.70575948562968
1205.6	-51.7	-405.5	0.70926291526826
1206.15	-53.5	-418.7	0.71276993264404
1206.7	-52.3	-410.8	0.71694021278376
1207.25	-52.9	-414.1	0.72080503285562
1207.8	-52.5	-411.1	0.72483383942011
1208.35	-51.7	-404.9	0.72875654055129
1208.9	-53.2	-415	0.73240002901435
1209.45	-52.4	-410.6	0.73637153021233
1210	-53.1	-415.5	0.74010333819387
1210.55	-52.5	-410.1	0.74412750160623
1211.1	-53.6	-419.9	0.74796493026881
1211.65	-52.8	-413.3	0.75224371167091
1212.2	-53.0	-416	0.75609982884513
1212.75	-53.3	-417.2	0.76008236768177
1213.3	-52.6	-411.2	0.76412247466685
1213.85	-52.6	-411.9	0.76788341237951
1214.4	-53.3	-416.3	0.77164332799324
1214.95	-52.9	-413.5	0.77559514924119
1215.5	-53.1	-414.9	0.7793730853603
1216.05	-52.7	-412	0.78317026720454
1216.6	-52.5	-410.2	0.7868580610801
1217.15	-52.6	-413.7	0.79053271935172
1217.7	-53.2	-416.4	0.79436427357824
1218.25	-53.7	-420.5	0.79827982323939
1218.8	-53.0	-415.9	0.80238785166885
1219.35	-52.2	-409.9	0.80610342341899
1219.9	-53.8	-422.6	0.80951288836868
1220.45	-53.3	-418.2	0.81353200451623
1221	-53.0	-416.4	0.8173897716368
1221.55	-53.5	-418.3	0.82107733869533
1222.1	-53.5	-419.7	0.82470724272786
1222.65	-53.0	-416	0.82837542291223
1223.2	-52.0	-406.2	0.83181677585534
1223.75	-53.3	-419.5	0.8348783399608
1224.3	-53.3	-418.5	0.83815681491708
1224.85	-53.1	-417.4	0.84137638793149
1225.4	-53.1	-418.3	0.84444308485788
1225.95	-53.9	-421.9	0.84751567326337
1226.5	-52.9	-414.4	0.85053033688854
1227.05	-53.6	-420.8	0.85319682655341
1227.6	-53.7	-420.3	0.85595226024832
1228.15	-53.7	-420.4	0.85857520734666
1228.7	-53.2	-417.4	0.86106125250808
1229.25	-53.5	-419	0.86327272421985
1229.8	-54.1	-423.1	0.86548778487798
1230.35	-54.0	-422.5	0.86770728082025
1230.9	-53.7	-422.1	0.8698429190848
1231.45	-54.0	-422	0.87174387072335
1232	-53.3	-417.9	0.87362509000627
1232.55	-53.4	-419.1	0.87534055586704
1233.1	-53.5	-420.6	0.87706775887795
1233.65	-53.1	-416.8	0.87855230617942
1234.2	-54.5	-425.7	0.87997111761866
1234.75	-53.8	-421.9	0.88131536973893
1235.3	-53.8	-422.3	0.88258023158791
1235.85	-53.9	-422.5	0.88358557168314
1236.4	-53.5	-420.4	0.8845656836765
1236.95	-54.2	-425.4	0.88539836127466
1237.5	-54.1	-424.6	0.88626093366512
1238.05	-54.4	-426.5	0.88694704897313
1238.6	-54.5	-428.1	0.8876154832647
1239.15	-54.4	-428.5	0.88797547368403
1239.7	-53.4	-419	0.88829148437908
1240.25	-54.5	-427.1	0.8884824230729
1240.8	-54.4	-425.3	0.88868963656305
1241.35	-54.5	-427	0.8887481150685
1241.9	-53.8	-422.5	0.88879986452941
1242.45	-54.8	-429.8	0.88855544484739
1243	-54.1	-424.6	0.88828057809271
1243.55	-55.1	-430.3	0.88787818323563
1244.1	-55.4	-433.7	0.88742770279283
1244.65	-55.7	-436.3	0.88681086520379
1245.2	-55.7	-435.9	0.8861131310145
1245.75	-55.0	-430.1	0.88530722772856
1246.3	-54.1	-423.6	0.88430112849343
1246.85	-55.2	-430.6	0.88320773413709
1247.4	-55.3	-432.7	0.88194808909961
1247.95	-54.8	-429.5	0.88061850191667
1248.5	-55.1	-431.8	0.87920614176272
1249.05	-54.1	-424.1	0.8777264395549
1249.6	-55.4	-435.4	0.87618069899639
1250.15	-54.1	-425.8	0.87440107528169
1250.7	-55.1	-432.6	0.87276873950818
1251.25	-54.9	-429.9	0.8709733233556
1251.8	-54.4	-427	0.8691520831568
1252.35	-54.5	-425.5	0.86735715920482
1252.9	-54.2	-425.2	0.86552758435988
1253.45	-55.1	-430.3	0.8636852916133
1254	-54.8	-429.9	0.86169412339603
1254.55	-54.7	-426.4	0.85973919215097
1255.1	-55.2	-432.1	0.85789009008066
1255.65	-54.4	-425.6	0.85601024489998
1256.2	-54.9	-429.3	0.85433207952221
1256.75	-55.4	-432.9	0.85235645749906
1257.3	-54.4	-424.9	0.85019360101173
1257.85	-54.7	-427.7	0.84839968083791
1258.4	-54.6	-428.4	0.84657635109886
1258.95	-54.3	-424.9	0.84478563553941
1259.5	-54.1	-422.3	0.84307343875296
1260.05	-54.2	-424.4	0.84155390693129
1260.6	-53.8	-421.3	0.84000281018554
1261.15	-54.1	-423.9	0.83850841922115
1261.7	-53.7	-421.3	0.8369672805083
1262.25	-54.7	-429.4	0.83560195656388
1262.8	-54.7	-428.5	0.83411619531599
1263.35	-54.1	-424.6	0.8326466579625
1263.9	-54.7	-427.3	0.83124430259098
1264.45	-54.7	-427.7	0.82979634871516
1265	-53.5	-418.7	0.82834596330328
1265.55	-53.7	-420	0.82713319522166
1266.1	-53.8	-421.4	0.82590174847012
1266.65	-53.7	-419.7	0.82473830666918
1267.2	-53.7	-421	0.82360616685808
1267.75	-53.9	-422.2	0.82233865340314
1268.3	-54.6	-428.1	0.82102700764146
1268.85	-54.7	-427.4	0.81953996179121
1269.4	-53.6	-419.2	0.81804161108632
1269.95	-53.8	-421.7	0.81672180215897
1270.5	-53.7	-422	0.81537090061724
1271.05	-54.0	-423.8	0.8140154598031
1271.6	-53.3	-418.8	0.81263089140766
1272.15	-52.6	-413.9	0.81120210982063
1272.7	-53.4	-420.7	0.80979677038531
1273.25	-53.6	-423	0.80825021133156
1273.8	-53.7	-423.4	0.80663537291739
1274.35	-53.7	-423	0.80501317094744
1274.9	-53.9	-423.4	0.80339906258358
1275.45	-52.9	-414.4	0.80170215042516
1276	-54.6	-428.9	0.80006971451817
1276.55	-54.2	-425.8	0.79811377672862
1277.1	-53.9	-422.5	0.79619362904435
1277.65	-53.6	-420	0.7943333285264
1278.2	-54.7	-431.3	0.79249488968387
1278.75	-54.7	-430.2	0.79032872188629
1279.3	-54.7	-428.9	0.7880397439627
1279.85	-54.4	-427.9	0.78572251230815
1280.4	-54.2	-426.1	0.78334067949679
1280.95	-53.9	-424.4	0.78091492980634
1281.5	-53.4	-419.8	0.77843246792454
1282.05	-53.4	-421.5	0.77606257008716
1282.6	-54.0	-424.6	0.77361715362873
1283.15	-54.0	-424.8	0.77104373179109
1283.7	-53.6	-421.5	0.76840087357704
1284.25	-54.8	-430.2	0.76579701785338
1284.8	-54.2	-425.1	0.76276608750654
1285.35	-54.8	-428.6	0.75989545314717
1285.9	-54.0	-425.8	0.75687035157865
1286.45	-54.2	-425.5	0.75390173920996
1287	-54.8	-431	0.75088666990715
1287.55	-53.0	-415.8	0.74759070203881
1288.1	-53.5	-420.2	0.7447717368071
1288.65	-54.0	-424.1	0.74180132874773
1289.2	-54.3	-426.8	0.73868996581972
1289.75	-54.3	-427.7	0.73537039523252
1290.3	-53.5	-422.1	0.7318144737812
1290.85	-54.0	-424.6	0.72847161516679
1291.4	-53.8	-424.2	0.72499659592178
1291.95	-53.2	-419.9	0.7214890497193
1292.5	-53.6	-422.3	0.71806418852358
1293.05	-53.8	-422.6	0.71454047614153
1293.6	-53.8	-422.5	0.71100481753476
1294.15	-54.2	-425.1	0.70745692227985
1294.7	-54.3	-425.6	0.70371582039913
1295.25	-54.0	-424.3	0.69994443094652
1295.8	-53.7	-422.1	0.69619095405524
1296.35	-52.7	-415.2	0.69254160484709
1296.9	-53.6	-421.6	0.68922013195589
1297.45	-54.0	-424.3	0.68563564225167
1298	-53.4	-419.7	0.68188691417403
1298.55	-53.4	-421	0.67833748280126
1299.1	-52.9	-415.7	0.67485792822511
1299.65	-54.1	-425.9	0.67160793565598
1300.2	-53.4	-418.6	0.66801005969259
1300.75	-53.4	-419.9	0.66473777990972
1301.3	-53.5	-419.7	0.6614143297356
1301.85	-53.3	-419.2	0.65809881635008
1302.4	-54.0	-422.7	0.65487051948455
1302.95	-54.4	-426.8	0.6515793297606
1303.5	-53.2	-418	0.64814476886032
1304.05	-53.7	-422.4	0.64507893569368
1304.6	-53.6	-421.4	0.64186346635673
1305.15	-54.0	-424	0.63871829950974
1305.7	-53.0	-416.7	0.6355240479109
1306.25	-53.1	-415.8	0.63273072030281
1306.8	-53.1	-417.8	0.62997581526679
1307.35	-53.2	-417.2	0.62732817178937
1307.9	-53.3	-419.1	0.62469942858623
1308.45	-54.3	-426	0.62208933498988
1309	-53.6	-420.7	0.61927009404736
1309.55	-53.5	-419.7	0.61680909374068
1310.1	-52.7	-411.5	0.61442759275151
1310.65	-54.0	-423.7	0.61237262737786
1311.2	-53.3	-418.8	0.6100705520479
1311.75	-53.1	-417	0.60796314776499
1312.3	-53.3	-419.1	0.60597366724269
1312.85	-53.5	-419.5	0.60392080192275
1313.4	-53.2	-418.4	0.60182445071425
1313.95	-53.1	-416.4	0.59978261397151
1314.5	-53.1	-416.7	0.59798687948388
1315.05	-52.9	-415.2	0.59618469422121
1315.6	-52.8	-415.7	0.59457303889817
1316.15	-54.0	-424.1	0.59297030807555
1316.7	-52.7	-414.3	0.5912318873264
1317.25	-53.6	-418	0.58969949000068
1317.8	-54.0	-422.9	0.58821246968591
1318.35	-53.0	-415.8	0.58675695438278
1318.9	-53.7	-420	0.58545173878873
1319.45	-53.7	-420.1	0.58413947229173
1320	-53.6	-420.7	0.58287462619677
1320.55	-54.6	-427.2	0.58178763599838
1321.1	-53.5	-418.5	0.58062111533397
1321.65	-53.1	-414	0.57960842594713
1322.2	-52.2	-406.7	0.57864875182539
1322.75	-52.0	-408.4	0.57799579192594
1323.3	-53.1	-415.4	0.57734304554366
1323.85	-52.5	-410.8	0.57667926075689
1324.4	-52.7	-412.1	0.5760915632863
1324.95	-53.1	-416.9	0.57550974536897
1325.5	-53.1	-415.2	0.57496800428902
1326.05	-52.8	-415	0.57443717266114
1326.6	-53.7	-419.3	0.57411278559112
1327.15	-54.0	-422.7	0.57378763140662
1327.7	-53.5	-420	0.57352073147656
1328.25	-53.8	-420.6	0.57328655183106
1328.8	-53.9	-422.4	0.57311041997906
1329.35	-53.7	-420.3	0.5729658418315
1329.9	-53.5	-419.9	0.57287494996977
1330.45	-53.9	-422.6	0.57282817872308
1331	-53.1	-417.6	0.57288048952436
1331.55	-53.8	-420.5	0.57306249044238
1332.1	-53.9	-422	0.57323817601725
1332.65	-52.9	-415.7	0.57338203681621
1333.2	-53.6	-420.2	0.57353610591918
1333.75	-53.6	-422.2	0.57386464149361
1334.3	-52.1	-409.7	0.57420159194205
1334.85	-53.7	-419.1	0.57461604570007
1335.4	-54.0	-425.6	0.57507971688679
1335.95	-53.1	-415.2	0.57550463897216
1336.5	-53.5	-419.2	0.57585869852857
1337.05	-53.1	-416.3	0.57637387038284
1337.6	-52.7	-412.7	0.57695681796442
1338.15	-53.3	-418	0.57751524074218
1338.7	-53.7	-421.8	0.5781101358112
1339.25	-53.3	-419.6	0.57876324639287
1339.8	-52.5	-412.5	0.57950953986089
1340.35	-54.3	-425.5	0.58019518145909
1340.9	-53.8	-421.3	0.58089643947739
1341.45	-53.4	-418.8	0.58156282851386
1342	-52.7	-413.3	0.58238379854568
1342.55	-53.9	-423.2	0.58316255241533
1343.1	-53.1	-416.1	0.58396810819012
1343.65	-53.6	-419.2	0.58468405447603
1344.2	-53.0	-415.8	0.58550717194816
1344.75	-53.4	-418.7	0.58635454484991
1345.3	-53.2	-418.6	0.5872144176728
1345.85	-54.1	-424.7	0.58804470175312
1346.4	-52.7	-411.7	0.58893782495156
1346.95	-53.6	-421.1	0.58970266195553
1347.5	-53.2	-415.7	0.59056169071166
1348.05	-52.9	-416.3	0.59140873343895
1348.6	-53.1	-415.7	0.59226197998177
1349.15	-53.2	-416.6	0.59307192174644
1349.7	-53.1	-415.4	0.5938833794014
1350.25	-53.8	-420.7	0.59462969165646
1350.8	-53.5	-419.4	0.59538737502079
1351.35	-52.8	-413.4	0.59613349111146
1351.9	-53.9	-423.2	0.59682812692769
1352.45	-53.4	-418.8	0.59756987874207
1353	-53.6	-419.6	0.59817201602624
1353.55	-52.5	-410.8	0.5987800323159
1354.1	-53.0	-415.6	0.59932754450892
1354.65	-53.4	-419.2	0.59990748569319
1355.2	-53.9	-421.2	0.60047357469904
1355.75	-53.7	-420.6	0.60104619093996
1356.3	-53.5	-419.1	0.60158028495406
1356.85	-52.6	-413.3	0.60209243262906
1357.4	-53.2	-417.2	0.60254584811603
1357.95	-53.1	-415.4	0.60300121328391
1358.5	-54.1	-423.1	0.60341760365525
1359.05	-52.8	-412.5	0.60380866758146
1359.6	-53.9	-422.6	0.6041399978686
1360.15	-53.2	-418.2	0.60443169042155
1360.7	-53.5	-418	0.60471420501808
1361.25	-52.7	-412.8	0.60517460310938
1361.8	-53.4	-418.3	0.60560739366623
1362.35	-52.6	-412.5	0.6059957329431
1362.9	-53.3	-419.4	0.60634089388211
1363.45	-53.8	-422.5	0.60674275370439
1364	-53.9	-421.4	0.60718050797787
1364.55	-53.3	-417.7	0.60754177191218
1365.1	-53.9	-422.3	0.60781749290331
1365.65	-53.2	-417.3	0.60812699459188
1366.2	-54.1	-424.5	0.60844729896239
1366.75	-53.0	-416.4	0.60878266405682
1367.3	-53.4	-418.7	0.60905441448323
1367.85	-53.4	-418.5	0.60933380087613
1368.4	-54.3	-425.8	0.60961259181499
1368.95	-54.3	-424.1	0.6099028077351
1369.5	-54.0	-421.5	0.60995251071422
1370.05	-53.5	-418.8	0.61000212074477
1370.6	-54.0	-422.2	0.61014215878957
1371.15	-53.7	-420.9	0.61028803503224
1371.7	-53.4	-418.7	0.6103
1372.25	-53.2	-415.7	0.6103
1372.8	-53.8	-421.8	0.61033558911357
1373.35	-53.3	-415.7	0.61038403229779
1373.9	-53.3	-415.5	0.61045816923573
1374.45	-53.6	-418	0.61054808197978
1375	-53.6	-417.7	0.6106
1375.55	-54.4	-424.2	0.6106
1376.1	-53.2	-416.3	0.61058353525859
1376.65	-53.8	-420.7	0.61053809861122
1377.2	-53.3	-416.4	0.61052940524722
1377.75	-53.1	-414.9	0.61066595344411
1378.3	-53.6	-419.8	0.6108
1378.85	-53.3	-416.5	0.6108
1379.4	-53.0	-413.8	0.6108
1379.95	-53.5	-419	0.61094899334902
1380.5	-53.4	-417.4	0.61113705744047
1381.05	-53.8	-419.1	0.61138242184082
