# depth thinning sigma_thinning accu sigma_accu LIDIE sigma_LIDIE age sigma_age gas_age sigma_gas_age Ddepth sigma_Ddepth
1.100000000000000000e+01 9.960202224386044412e-01 2.056951221533350697e-04 3.052982581870123183e-02 3.953819779071960716e-04 7.016433053551146770e+01 2.776612088930907518e+01 1.105572563590342838e+02 2.977251941307760941e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.100000000000000000e+01 0.000000000000000000e+00
1.155000000000000071e+01 9.958260863470930202e-01 2.156892067431750168e-04 2.570931804995604808e-02 2.465918754012450345e-04 7.016575299483946537e+01 2.774128675015013457e+01 1.192953460292951036e+02 2.932074932376595555e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.155000000000000071e+01 0.000000000000000000e+00
1.210000000000000142e+01 9.956319501997009658e-01 2.256756588543835365e-04 2.641245591667280151e-02 2.128072162989735482e-04 7.016746077178000007e+01 2.771147647289921068e+01 1.297851608256821123e+02 2.875910391982162917e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.210000000000000142e+01 0.000000000000000000e+00
1.265000000000000036e+01 9.954378139964286110e-01 2.356789589268824684e-04 3.100643730069875884e-02 4.400067419546200317e-04 7.016914124123783836e+01 2.768214864936937758e+01 1.401061299080161007e+02 2.822888885944112136e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.265000000000000036e+01 0.000000000000000000e+00
1.320000000000000107e+01 9.952436777372762888e-01 2.456798689850882094e-04 2.621126311090524533e-02 2.208478000462328031e-04 7.017058820339435954e+01 2.765689829400221100e+01 1.489920334072691617e+02 2.779521046328170097e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.320000000000000107e+01 0.000000000000000000e+00
1.375000000000000178e+01 9.950495414222433332e-01 2.556759794534716910e-04 3.337161564433840932e-02 6.941959626501341841e-04 7.017231817597900090e+01 2.762671461971268627e+01 1.596149314724273722e+02 2.725902169233422434e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.375000000000000178e+01 0.000000000000000000e+00
1.430000000000000071e+01 9.948554050513301883e-01 2.656735493305925860e-04 3.093622682942470323e-02 4.309306856272403620e-04 7.017369135499288291e+01 2.760276327348891101e+01 1.680460373439842670e+02 2.692702223248013560e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.430000000000000071e+01 0.000000000000000000e+00
1.485000000000000142e+01 9.946612686245368540e-01 2.756452276905907548e-04 2.587849210201387251e-02 2.371782665987323734e-04 7.017518813952720791e+01 2.757665743187094876e+01 1.772352555607526199e+02 2.660037952853136378e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.485000000000000142e+01 0.000000000000000000e+00
1.540000000000000213e+01 9.944671321418632193e-01 2.856209021376380228e-04 2.621339252892611674e-02 2.203716622259945489e-04 7.017699600960149553e+01 2.754513299700572304e+01 1.883332477964521559e+02 2.602027577369892875e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.540000000000000213e+01 0.000000000000000000e+00
1.595000000000000107e+01 9.942729956033092842e-01 2.956247135346415562e-04 2.867409190780596112e-02 2.377966818280931153e-04 7.017879912463324388e+01 2.751369775297441933e+01 1.994007853431072022e+02 2.548101937038574238e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.595000000000000107e+01 0.000000000000000000e+00
1.650000000000000000e+01 9.940788590088752708e-01 3.055755856166077113e-04 2.237806126629861628e-02 4.817203695973991699e-04 7.018046426307741115e+01 2.748467008774076348e+01 2.096202661214883278e+02 2.507632189187884997e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00
1.705000000000000071e+01 9.938847223585609569e-01 3.155433665653541316e-04 2.876704119219757050e-02 2.420671498512818535e-04 7.018261933885888482e+01 2.744711421578032073e+01 2.228452084059181857e+02 2.440583264894254256e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.705000000000000071e+01 0.000000000000000000e+00
1.760000000000000142e+01 9.936905856523660097e-01 3.255025106680957837e-04 3.013062892186754022e-02 3.493028781025110164e-04 7.018431250204247362e+01 2.741761243878035259e+01 2.332341743229114854e+02 2.398654319174559291e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.760000000000000142e+01 0.000000000000000000e+00
1.815000000000000213e+01 9.934964488902909840e-01 3.354790709193925012e-04 2.882702962582565920e-02 2.445644073214441093e-04 7.018594494118421778e+01 2.738917495650037637e+01 2.432494797440257912e+02 2.362336574549062984e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.815000000000000213e+01 0.000000000000000000e+00
1.870000000000000284e+01 9.933023120723355470e-01 3.454490253189224742e-04 2.634882160210450311e-02 2.136901594676629741e-04 7.018766779716580118e+01 2.735916805927408291e+01 2.538184108141809361e+02 2.325958632926444558e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.870000000000000284e+01 0.000000000000000000e+00
1.925000000000000000e+01 9.931081751985000317e-01 3.553894535567334663e-04 2.779838217431033001e-02 1.958172245861781178e-04 7.018957083700686894e+01 2.732602908359380578e+01 2.654914006402812561e+02 2.281714422167511636e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.925000000000000000e+01 0.000000000000000000e+00
1.980000000000000071e+01 9.929140382687845490e-01 3.653452128281594940e-04 2.468120743140754525e-02 3.147554878049855912e-04 7.019139182789636777e+01 2.729432573959782715e+01 2.766597761376839344e+02 2.244893092104365717e+00 -5.000000000000000000e+01 0.000000000000000000e+00 1.980000000000000071e+01 0.000000000000000000e+00
2.035000000000000142e+01 9.927199012831883218e-01 3.753014139048445655e-04 2.852941703110286470e-02 2.237166345842016985e-04 7.019346212118463768e+01 2.725829166041742724e+01 2.893556717275823758e+02 2.201582465319077642e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.035000000000000142e+01 0.000000000000000000e+00
2.090000000000000213e+01 9.925257642417120163e-01 3.852634013427383409e-04 3.072097523460876750e-02 4.002853118435885566e-04 7.019526986016693115e+01 2.722683449141033662e+01 3.004400458086091703e+02 2.169144352745186577e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.090000000000000213e+01 0.000000000000000000e+00
2.145000000000000284e+01 9.923316271443554104e-01 3.952200306303374055e-04 2.638438903198432259e-02 2.115375833064570140e-04 7.019696408666106890e+01 2.719735638896133878e+01 3.108272254372298562e+02 2.145093103778671573e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.145000000000000284e+01 0.000000000000000000e+00
2.200000000000000000e+01 9.921374899911187262e-01 4.051421972120242631e-04 2.968181745963823642e-02 3.036306169323183196e-04 7.019895471327676262e+01 2.716273064543941729e+01 3.230302798432880422e+02 2.111677023089137073e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.200000000000000000e+01 0.000000000000000000e+00
2.255000000000000071e+01 9.919433527820020746e-01 4.150749747281955952e-04 2.880190022956505627e-02 2.370265924313029254e-04 7.020074012278013242e+01 2.713167846524433813e+01 3.339739394773645813e+02 2.091687200142956282e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.255000000000000071e+01 0.000000000000000000e+00
2.310000000000000142e+01 9.917492155170051227e-01 4.250126243958728990e-04 2.850979632135223693e-02 2.191607502474647487e-04 7.020259642458039195e+01 2.709940278087023202e+01 3.453508433611274882e+02 2.073102509702895890e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.310000000000000142e+01 0.000000000000000000e+00
2.365000000000000213e+01 9.915550781961276483e-01 4.349732835823858835e-04 2.979729226522670124e-02 3.110732461351200248e-04 7.020448821792363958e+01 2.706651697067786344e+01 3.569439046350417470e+02 2.056773616607900035e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.365000000000000213e+01 0.000000000000000000e+00
2.420000000000000284e+01 9.913609408193705397e-01 4.448862136025695741e-04 2.843755793071029575e-02 2.140083404547809187e-04 7.020631262865751410e+01 2.703481024748534978e+01 3.681227085604775766e+02 2.052217450103861029e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.420000000000000284e+01 0.000000000000000000e+00
2.475000000000000355e+01 9.911668033867332417e-01 4.548118346082382127e-04 2.526886852782220597e-02 2.755627104461386341e-04 7.020823472633136930e+01 2.700141023865005252e+01 3.798987084500847686e+02 2.043441810736867481e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.475000000000000355e+01 0.000000000000000000e+00
2.530000000000000071e+01 9.909726658982160874e-01 4.647178667776455515e-04 2.731530608034904439e-02 1.858215867929162543e-04 7.021040961041401829e+01 2.696363103745515133e+01 3.932217971130732508e+02 2.011250836104722328e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.530000000000000071e+01 0.000000000000000000e+00
2.585000000000000142e+01 9.907785283538185217e-01 4.746376186817777678e-04 2.631487697640327514e-02 2.139114889025184373e-04 7.021243243578115312e+01 2.692849858865622892e+01 4.056117022707018123e+02 2.000499211863229654e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.585000000000000142e+01 0.000000000000000000e+00
2.640000000000000213e+01 9.905843907535410997e-01 4.845704122856066189e-04 3.031827534106748545e-02 3.535272903448897510e-04 7.021454342010825656e+01 2.689184388371025136e+01 4.185399246611739841e+02 1.987711726545041246e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.640000000000000213e+01 0.000000000000000000e+00
2.695000000000000284e+01 9.903902530973840435e-01 4.944828486996031896e-04 2.365340224261508820e-02 3.932133456437992853e-04 7.021638541268632139e+01 2.685987120528168148e+01 4.298192879670668844e+02 1.998719630476406328e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.695000000000000284e+01 0.000000000000000000e+00
2.750000000000000355e+01 9.901961153853469089e-01 5.043772720232661891e-04 2.892181622998826751e-02 2.377075748430925123e-04 7.021875887714952569e+01 2.681867709634547126e+01 4.443513501200652058e+02 1.979041666169217395e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.750000000000000355e+01 0.000000000000000000e+00
2.805000000000000071e+01 9.900019776174301400e-01 5.142901556730090267e-04 2.876480275271792869e-02 2.269226306732591476e-04 7.022071020078834636e+01 2.678482183749909851e+01 4.562970061516301712e+02 1.986697885648199602e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.805000000000000071e+01 0.000000000000000000e+00
2.860000000000000142e+01 9.898078397936334039e-01 5.242064735189882769e-04 2.741512226892210691e-02 1.828283276121095652e-04 7.022268237262746027e+01 2.675061387957799752e+01 4.683688008766077928e+02 1.998515645840815980e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.860000000000000142e+01 0.000000000000000000e+00
2.915000000000000213e+01 9.896137019139567004e-01 5.341379328564186974e-04 2.601991547513947053e-02 2.292195175795419852e-04 7.022476231410605862e+01 2.671454495823591913e+01 4.810986646135279443e+02 2.009444350705730464e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.915000000000000213e+01 0.000000000000000000e+00
2.970000000000000284e+01 9.894195639784009177e-01 5.440158086403596577e-04 2.882892611748818362e-02 2.285048150282891139e-04 7.022696502069146618e+01 2.667635645012432377e+01 4.945781043442372038e+02 2.020360018118080525e+00 -5.000000000000000000e+01 0.000000000000000000e+00 2.970000000000000284e+01 0.000000000000000000e+00
3.025000000000000355e+01 9.892254259869650568e-01 5.539015424918374573e-04 2.306042069048957685e-02 4.393726181754690867e-04 7.022896322910618494e+01 2.664172223536742479e+01 5.068044360878488988e+02 2.041186267462866688e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.025000000000000355e+01 0.000000000000000000e+00
3.080000000000000426e+01 9.890312879396500056e-01 5.637965711041697950e-04 2.407285725786322342e-02 3.640557658696235896e-04 7.023147389281794517e+01 2.659821908572673266e+01 5.221643056630302908e+02 2.067166564818465169e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.080000000000000426e+01 0.000000000000000000e+00
3.135000000000000142e+01 9.888371498364554313e-01 5.736970212912830469e-04 2.756683672582432854e-02 1.804655198667094013e-04 7.023389107884931093e+01 2.655634739391489063e+01 5.369499576634475488e+02 2.119741608568380453e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.135000000000000142e+01 0.000000000000000000e+00
3.190000000000000213e+01 9.886424925301013911e-01 5.809290293235793660e-04 3.084810792459061202e-02 3.953233046666593015e-04 7.023601243140645067e+01 2.651961095785561895e+01 5.499240763923851318e+02 2.149348033586682583e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.190000000000000213e+01 0.000000000000000000e+00
3.245000000000000284e+01 9.884473163272383678e-01 5.859195477974233745e-04 3.073254450549794264e-02 3.831674112471529893e-04 7.023791749218352720e+01 2.648662735769811505e+01 5.615738250119150052e+02 2.161419847621420143e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.245000000000000284e+01 0.000000000000000000e+00
3.300000000000000000e+01 9.882521404773620954e-01 5.914915281148600901e-04 2.632900987477345203e-02 2.124737524651520060e-04 7.023983905531423488e+01 2.645336907562386486e+01 5.733230850387268447e+02 2.183725689598835284e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.300000000000000000e+01 0.000000000000000000e+00
3.355000000000000426e+01 9.880569649804726851e-01 5.975661993638521456e-04 3.225521478519777219e-02 5.389573767648862812e-04 7.024209287612833919e+01 2.641436837566054052e+01 5.871022200676529792e+02 2.226809011294196061e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.355000000000000426e+01 0.000000000000000000e+00
3.410000000000000142e+01 9.878617898365696925e-01 6.041319642266405280e-04 2.547356675499369560e-02 2.644285969877084911e-04 7.024394148527467507e+01 2.638238861073063291e+01 5.984024572243623652e+02 2.255064306518654860e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.410000000000000142e+01 0.000000000000000000e+00
3.465000000000000568e+01 9.876666150456524518e-01 6.112063724444502695e-04 2.604720754776592567e-02 2.280533306978730637e-04 7.024629340087818719e+01 2.634171178936260205e+01 6.127776070530213701e+02 2.303549673906700512e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.465000000000000568e+01 0.000000000000000000e+00
3.520000000000000284e+01 9.874714406077209627e-01 6.187263025278347045e-04 3.102101566774351227e-02 4.071352306700637088e-04 7.024860446810374981e+01 2.630175419229577827e+01 6.269010085273517916e+02 2.356713008602125292e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.520000000000000284e+01 0.000000000000000000e+00
3.575000000000000000e+01 9.872762665227747814e-01 6.267272254450213667e-04 3.081073618103939704e-02 3.854570516368787119e-04 7.025055414050378033e+01 2.626805464532385059e+01 6.388141571893721675e+02 2.391270536558872895e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.575000000000000000e+01 0.000000000000000000e+00
3.630000000000000426e+01 9.870810927908135746e-01 6.351604981875714475e-04 2.920288546722511411e-02 2.439904261508423703e-04 7.025252626624839536e+01 2.623397490696249434e+01 6.508630302317004634e+02 2.435291386939629543e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.630000000000000426e+01 0.000000000000000000e+00
3.685000000000000142e+01 9.868859194118367872e-01 6.440125536821927725e-04 2.556478461466393445e-02 2.591672047580302271e-04 7.025461659571264761e+01 2.619786198728411009e+01 6.636324912483593153e+02 2.486079883497658738e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.685000000000000142e+01 0.000000000000000000e+00
3.740000000000000568e+01 9.866907463858443084e-01 6.532483581603630660e-04 2.700856571464435932e-02 1.837059561348373645e-04 7.025701537335389446e+01 2.615643292830990418e+01 6.782842578040671242e+02 2.539845463256722446e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.740000000000000568e+01 0.000000000000000000e+00
3.795000000000000284e+01 9.864955737128359159e-01 6.628773432559794971e-04 2.686241768127314855e-02 1.882338973527327005e-04 7.025929631093801220e+01 2.611705321478132547e+01 6.922141720570189136e+02 2.596020659339134617e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.795000000000000284e+01 0.000000000000000000e+00
3.850000000000000000e+01 9.863004013928112768e-01 6.728651463209369505e-04 2.723236581990139474e-02 1.777691280704263733e-04 7.026160005343241721e+01 2.607729056800323164e+01 7.062813445889154309e+02 2.655028008819715790e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.850000000000000000e+01 0.000000000000000000e+00
3.905000000000000426e+01 9.861052294257698358e-01 6.832369839803275995e-04 2.719846579858322538e-02 1.781388511616461775e-04 7.026388271978164823e+01 2.603790394383664264e+01 7.202178108991920453e+02 2.714901244072795983e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.905000000000000426e+01 0.000000000000000000e+00
3.960000000000000142e+01 9.859100578117111491e-01 6.939164071859100320e-04 2.463444582382013845e-02 3.271168195053454370e-04 7.026617842415829784e+01 2.599830417675909544e+01 7.342318724571077837e+02 2.776731403070907156e+00 -5.000000000000000000e+01 0.000000000000000000e+00 3.960000000000000142e+01 0.000000000000000000e+00
4.015000000000000568e+01 9.857148865506355495e-01 7.049248670375690218e-04 2.852438470910582946e-02 1.963099387830707107e-04 7.026872429021632627e+01 2.595440284619053983e+01 7.497707751732096995e+02 2.859539407612670558e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.015000000000000568e+01 0.000000000000000000e+00
4.070000000000000284e+01 9.855197156425423710e-01 7.162218619085093663e-04 2.837645246660484497e-02 1.889175795571051953e-04 7.027093264822184437e+01 2.591633460092123187e+01 7.632475502715541325e+02 2.916334882627167779e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.070000000000000284e+01 0.000000000000000000e+00
4.125000000000000000e+01 9.853245450874311695e-01 7.278173674431584342e-04 2.862440722328206746e-02 1.998353736684271062e-04 7.027316216848699071e+01 2.587791444365653604e+01 7.768515861157412701e+02 2.975808486788336094e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.125000000000000000e+01 0.000000000000000000e+00
4.180000000000000426e+01 9.851293748853022780e-01 7.396646585116720693e-04 2.972565237960662562e-02 2.759586436229696750e-04 7.027538190702013310e+01 2.583967356058254694e+01 7.903940449720436163e+02 3.035459557997328695e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.180000000000000426e+01 0.000000000000000000e+00
4.235000000000000142e+01 9.849342050361548084e-01 7.517796230515359822e-04 2.877338875536214480e-02 2.065022987606502617e-04 7.027752855036627011e+01 2.580270244532437118e+01 8.034887410787275712e+02 3.092237394542891593e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.235000000000000142e+01 0.000000000000000000e+00
4.290000000000000568e+01 9.847390355399883166e-01 7.641781101580750590e-04 3.038100576911831677e-02 3.322703970159217269e-04 7.027975563347609977e+01 2.576435872661846815e+01 8.170722918013632352e+02 3.155307417494313871e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.290000000000000568e+01 0.000000000000000000e+00
4.345000000000000284e+01 9.845438663968035797e-01 7.767940373234431947e-04 3.147130767491208153e-02 4.390036136303131047e-04 7.028187374022697043e+01 2.572790239796719902e+01 8.299893753381423949e+02 3.216708628044988139e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.345000000000000284e+01 0.000000000000000000e+00
4.400000000000000000e+01 9.843486976065994876e-01 7.896178319891519965e-04 3.198379034091410056e-02 4.919689422161208428e-04 7.028392698050588194e+01 2.569257275259412765e+01 8.425092213804566654e+02 3.282825112984879112e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01 0.000000000000000000e+00
4.455000000000000426e+01 9.841535291693762622e-01 8.026793489740013249e-04 3.465199997165100548e-02 7.933775536897551273e-04 7.028595565561906255e+01 2.565767406634564907e+01 8.548776907322337593e+02 3.357403356800639838e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.455000000000000426e+01 0.000000000000000000e+00
4.510000000000000142e+01 9.839583610851335704e-01 8.159130411573349518e-04 2.746581241733353496e-02 1.704133807314522344e-04 7.028783577732991716e+01 2.562534068098679541e+01 8.663390128995270061e+02 3.449152097767308245e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.510000000000000142e+01 0.000000000000000000e+00
4.565000000000000568e+01 9.837631933538709683e-01 8.293544731932325645e-04 3.169501371534416689e-02 4.587192504628246443e-04 7.029021742057241795e+01 2.558439672811312349e+01 8.808558774268259413e+02 3.516406643399224041e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.565000000000000568e+01 0.000000000000000000e+00
4.620000000000000284e+01 9.835680259755885668e-01 8.429905529540435063e-04 2.571999618909048130e-02 2.521724507680713043e-04 7.029228961029770062e+01 2.554878315654526943e+01 8.934846682047018476e+02 3.609037033269687722e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.620000000000000284e+01 0.000000000000000000e+00
4.675000000000000711e+01 9.833728589502862549e-01 8.567761191375876644e-04 3.229553850479689042e-02 5.208687455188371626e-04 7.029485338663951666e+01 2.550473750819314134e+01 9.091073117594372661e+02 3.661984842724985256e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.675000000000000711e+01 0.000000000000000000e+00
4.730000000000000426e+01 9.831776922779635886e-01 8.707509850158455782e-04 2.664640256129292839e-02 1.963454211536379832e-04 7.029690329661026738e+01 2.546952873890478486e+01 9.215966940843177326e+02 3.759536430965245923e+00 -5.000000000000000000e+01 0.000000000000000000e+00 4.730000000000000426e+01 0.000000000000000000e+00
