# depth thinning sigma_thinning accu sigma_accu LIDIE sigma_LIDIE age sigma_age gas_age sigma_gas_age Ddepth sigma_Ddepth
3.200000000000000000e+01 9.756427513809372565e-01 1.980424610225010006e-03 1.000154356120973725e-01 4.544519165097541877e-03 5.506820431648490199e+01 2.142335798622097798e+01 1.499181390679343906e+02 3.229843975750020491e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.200000000000000000e+01 0.000000000000000000e+00
3.300000000000000000e+01 9.748937109098584353e-01 2.034121559967171870e-03 6.199140676216654405e-02 5.543605994339205652e-03 5.505678866598935883e+01 2.139347248177171679e+01 1.570904498088440562e+02 3.220439080030705981e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.300000000000000000e+01 0.000000000000000000e+00
3.400000000000000000e+01 9.741446694319972899e-01 2.090461711755667914e-03 7.640381280913781381e-02 3.489799647332630234e-03 5.503819898339822458e+01 2.134485662456528487e+01 1.687727639572681539e+02 3.201853780023212437e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.400000000000000000e+01 0.000000000000000000e+00
3.500000000000000000e+01 9.733956269473567069e-01 2.149236340550134215e-03 7.845051932850502507e-02 3.233471645759251542e-03 5.502297797243831923e+01 2.130507856837758141e+01 1.783403330027146865e+02 3.188638128261120386e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.500000000000000000e+01 0.000000000000000000e+00
3.600000000000000000e+01 9.726465834559399060e-01 2.210250939891452403e-03 9.047536419176559208e-02 2.951755202781116902e-03 5.500802080784639969e+01 2.126601892385518155e+01 1.877440609542865388e+02 3.176122402960207936e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.600000000000000000e+01 0.000000000000000000e+00
3.700000000000000000e+01 9.718975389577502177e-01 2.273272187612653070e-03 1.070403861609707935e-01 6.235049063746403442e-03 5.499493702786444516e+01 2.123187280808211952e+01 1.959715769196234021e+02 3.165211575006541977e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01 0.000000000000000000e+00
3.800000000000000000e+01 9.711484934527923052e-01 2.338139729420828355e-03 8.566846038867606539e-02 2.726514896244851098e-03 5.498378198877349377e+01 2.120277465938385220e+01 2.029874147234667134e+02 3.156076126688103756e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.800000000000000000e+01 0.000000000000000000e+00
3.900000000000000000e+01 9.703994469410707202e-01 2.404740226530205013e-03 8.519977120487745581e-02 2.724321323279605377e-03 5.496972566470450516e+01 2.116613692459457496e+01 2.118296144311507874e+02 3.144786320555651926e+01 -5.000000000000000000e+01 0.000000000000000000e+00 3.900000000000000000e+01 0.000000000000000000e+00
4.000000000000000000e+01 9.696503994225905698e-01 2.472879731720328735e-03 9.420384326677197495e-02 3.406140394159850367e-03 5.495547457929186663e+01 2.112901873383736273e+01 2.207961335747640987e+02 3.133564266227800843e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+01 0.000000000000000000e+00
4.100000000000000000e+01 9.689013508973580713e-01 2.542430822127622093e-03 7.366794849129822131e-02 3.820841515372927228e-03 5.494248054868344866e+01 2.109519516848232712e+01 2.289732972483081426e+02 3.123615636404143459e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.100000000000000000e+01 0.000000000000000000e+00
4.200000000000000000e+01 9.681523013653797749e-01 2.613273849921612848e-03 8.330280175552426392e-02 2.765724412601038192e-03 5.492573200618638651e+01 2.105163766235147804e+01 2.395154850435735625e+02 3.110952650296867006e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.200000000000000000e+01 0.000000000000000000e+00
4.300000000000000000e+01 9.674032508266633412e-01 2.685286317778742826e-03 9.630873385596981640e-02 3.755286092786986468e-03 5.491080516487857466e+01 2.101284692879534433e+01 2.489131028325622879e+02 3.100026463564233481e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.300000000000000000e+01 0.000000000000000000e+00
4.400000000000000000e+01 9.666541992812168749e-01 2.758365062912735820e-03 9.983643566580667483e-02 4.471320080711068019e-03 5.489779518865940844e+01 2.097905880552950464e+01 2.571054976320573928e+02 3.090514184783692642e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01 0.000000000000000000e+00
4.500000000000000000e+01 9.659051467290497017e-01 2.832416252614866885e-03 7.704085504071016277e-02 3.340080037821152505e-03 5.488515057335499137e+01 2.094624056790987510e+01 2.650692691514757371e+02 3.081612721746115824e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01 0.000000000000000000e+00
4.600000000000000000e+01 9.651560931701712587e-01 2.907389511368342443e-03 8.027342518176509845e-02 2.965919725450645757e-03 5.486864445952341640e+01 2.090343983975932218e+01 2.754673044916548861e+02 3.070183553670992893e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01 0.000000000000000000e+00
4.700000000000000000e+01 9.644070386045930920e-01 2.983146452337583944e-03 8.504481301726955766e-02 2.667072499986467959e-03 5.485268959306979042e+01 2.086210191788920199e+01 2.855203902627524144e+02 3.059591378808124418e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.700000000000000000e+01 0.000000000000000000e+00
4.800000000000000000e+01 9.636579830323269702e-01 3.059703678886281381e-03 8.245159762915593715e-02 2.770802974428767437e-03 5.483752412410449750e+01 2.082283967038625150e+01 2.950781804141155931e+02 3.049713048726712472e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.800000000000000000e+01 0.000000000000000000e+00
4.900000000000000000e+01 9.629091651824733811e-01 3.111185904574171462e-03 9.579092675552437763e-02 3.635614431856992994e-03 5.482177417551554299e+01 2.078209657602124949e+01 3.050065239161833119e+02 3.039845750480381170e+01 -5.000000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01 0.000000000000000000e+00
5.000000000000000000e+01 9.621603724594283147e-01 3.163331524653254997e-03 7.878183406523908694e-02 3.094473527405601325e-03 5.480812605495115264e+01 2.074681638483916046e+01 3.136116930851838447e+02 3.031115289324906215e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+01 0.000000000000000000e+00
5.100000000000000000e+01 9.614115783171215401e-01 3.219038979560230260e-03 7.054299119171053567e-02 4.219231429320915126e-03 5.479142202479506807e+01 2.070367493714762830e+01 3.241459559788069669e+02 3.021355773357669605e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.100000000000000000e+01 0.000000000000000000e+00
5.200000000000000000e+01 9.606627827555681565e-01 3.278089867506760961e-03 9.110398745299377876e-02 2.918727601392652991e-03 5.477264753496684335e+01 2.065523650808423639e+01 3.359889752157824887e+02 3.012006337396096356e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01 0.000000000000000000e+00
5.300000000000000000e+01 9.599139857747863713e-01 3.340177970021332085e-03 8.737479511953574751e-02 2.637303144195724935e-03 5.475801863274239167e+01 2.061752082577971379e+01 3.452190594831468502e+02 3.003357826366987382e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.300000000000000000e+01 0.000000000000000000e+00
5.400000000000000000e+01 9.591651873747938373e-01 3.405267328527120455e-03 7.281868016353366946e-02 3.863955564779416457e-03 5.474267111259056406e+01 2.057798527031772196e+01 3.549046336431598547e+02 2.994890191421944436e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.400000000000000000e+01 0.000000000000000000e+00
5.500000000000000000e+01 9.584163875556112044e-01 3.473119711461684044e-03 7.706414668946774682e-02 3.264647754300054137e-03 5.472414495327696926e+01 2.053031033435420483e+01 3.665990898231038386e+02 2.987122078885802523e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01 0.000000000000000000e+00
5.600000000000000000e+01 9.576675863172602332e-01 3.543594490273906713e-03 8.059415024595720234e-02 2.855471870240472616e-03 5.470653654988077363e+01 2.048504053870372132e+01 3.777170627410790757e+02 2.979901231245694504e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01 0.000000000000000000e+00
5.700000000000000000e+01 9.569187836597642383e-01 3.616454830180579946e-03 1.029561284125097426e-01 5.167702483665628961e-03 5.468960243130701571e+01 2.044154254970824169e+01 3.884119085240604363e+02 2.972809907808633412e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.700000000000000000e+01 0.000000000000000000e+00
5.800000000000000000e+01 9.561699795831488657e-01 3.691573044979521052e-03 8.263251312843705731e-02 2.677384241356407617e-03 5.467627122588026367e+01 2.040732391258247347e+01 3.968330673852298105e+02 2.964391548392720210e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.800000000000000000e+01 0.000000000000000000e+00
5.900000000000000000e+01 9.554211740874408720e-01 3.768857203798160662e-03 7.282207521074852974e-02 3.831169845202920827e-03 5.465956925076201145e+01 2.036449318407743903e+01 4.073858285922041773e+02 2.957471749886681067e+01 -5.000000000000000000e+01 0.000000000000000000e+00 5.900000000000000000e+01 0.000000000000000000e+00
6.000000000000000000e+01 9.546723671726699001e-01 3.848091754515805835e-03 7.429855834387917579e-02 3.608079090725160171e-03 5.464051534566416279e+01 2.031568191994585604e+01 4.194277296616251078e+02 2.952577020238597427e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.000000000000000000e+01 0.000000000000000000e+00
6.100000000000000000e+01 9.539235588388671472e-01 3.929117774172158004e-03 8.116094260127053317e-02 2.762064493200163274e-03 5.462174208277079401e+01 2.026764064764763518e+01 4.312954635912848289e+02 2.948464428569374007e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.100000000000000000e+01 0.000000000000000000e+00
6.200000000000000000e+01 9.531747490860652539e-01 4.011959167897847373e-03 5.707010783048963032e-02 6.078479529564860193e-03 5.460446769034870584e+01 2.022347725916099748e+01 4.422184464519354492e+02 2.943255742279150411e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.200000000000000000e+01 0.000000000000000000e+00
6.300000000000000000e+01 9.524259379143010795e-01 4.096296796517862222e-03 9.143411425557444738e-02 2.884545289010294507e-03 5.457977912838146750e+01 2.016044466725239204e+01 4.578344845191734294e+02 2.953465645235668902e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.300000000000000000e+01 0.000000000000000000e+00
6.400000000000000000e+01 9.516771253236118167e-01 4.182163805327802734e-03 8.442889160576011465e-02 2.535905576432395930e-03 5.456429371434473552e+01 2.012094384151888349e+01 4.676319688262478849e+02 2.946150185899306706e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.400000000000000000e+01 0.000000000000000000e+00
6.500000000000000000e+01 9.509282974200332639e-01 4.237496500043756720e-03 8.716741797009873449e-02 2.530861572704737501e-03 5.454744235787916296e+01 2.007799972559145019e+01 4.782961642298104152e+02 2.941498352038346198e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.500000000000000000e+01 0.000000000000000000e+00
6.600000000000000000e+01 9.501794621696109111e-01 4.283498268084562528e-03 7.663330676176965950e-02 3.235758081508448031e-03 5.453104328205804308e+01 2.003624623134275495e+01 4.886765951979280089e+02 2.936083739436811157e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.600000000000000000e+01 0.000000000000000000e+00
6.700000000000000000e+01 9.494306255316540266e-01 4.334171955182912310e-03 6.776657966407458045e-02 4.541588948462862117e-03 5.451230411603591364e+01 1.998858657298660546e+01 5.005413123478575699e+02 2.935866781419848692e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.700000000000000000e+01 0.000000000000000000e+00
6.800000000000000000e+01 9.486817875062111272e-01 4.389387731426474745e-03 9.144335914942994248e-02 2.853821940822924216e-03 5.449101846022546880e+01 1.993451707354015667e+01 5.140222697309770865e+02 2.943693824239885259e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.800000000000000000e+01 0.000000000000000000e+00
6.900000000000000000e+01 9.479329480933349483e-01 4.448938610798738348e-03 8.850853412272220722e-02 2.563911943608022329e-03 5.447517470877223644e+01 1.989430605950894559e+01 5.240592340566471421e+02 2.937189945356213272e+01 -5.000000000000000000e+01 0.000000000000000000e+00 6.900000000000000000e+01 0.000000000000000000e+00
7.000000000000000000e+01 9.471841072930797800e-01 4.512572238500140928e-03 8.669822083489960030e-02 2.476247594200241091e-03 5.445873476551837911e+01 1.985262259615431546e+01 5.344763018336278719e+02 2.932227040474772295e+01 -5.000000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+01 0.000000000000000000e+00
7.100000000000000000e+01 9.464352651055037979e-01 4.580202352721633383e-03 7.324355098624178717e-02 3.683817359505380581e-03 5.444188063786291565e+01 1.980993180802646236e+01 5.451583687932883322e+02 2.928377775556181106e+01 -5.000000000000000000e+01 0.000000000000000000e+00 7.100000000000000000e+01 0.000000000000000000e+00
7.200000000000000000e+01 9.456864215306690635e-01 4.651525162990651462e-03 8.373507291988924184e-02 2.490329021765100900e-03 5.442184864775618536e+01 1.975925027533040179e+01 5.578579850918345073e+02 2.933811033450544059e+01 -5.000000000000000000e+01 0.000000000000000000e+00 7.200000000000000000e+01 0.000000000000000000e+00
7.300000000000000000e+01 9.449375765686405249e-01 4.726421442094471022e-03 7.867138308548088377e-02 2.918830951290477243e-03 5.440425620265370554e+01 1.971478813414550046e+01 5.690139634017801882e+02 2.932259933917649519e+01 -5.000000000000000000e+01 0.000000000000000000e+00 7.300000000000000000e+01 0.000000000000000000e+00
7.400000000000000000e+01 9.441887302194867937e-01 4.804733685958616565e-03 7.049191029505040562e-02 4.081636307482087132e-03 5.438545788275625625e+01 1.966733095826348077e+01 5.809377665807539870e+02 2.934612299393679891e+01 -5.000000000000000000e+01 0.000000000000000000e+00 7.400000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+01 9.434398824832803676e-01 4.886164938176081225e-03 8.117149647749549723e-02 2.635211578594420789e-03 5.436439832325842758e+01 1.961423187727274353e+01 5.942997565775724524e+02 2.945780484516343023e+01 -5.000000000000000000e+01 0.000000000000000000e+00 7.500000000000000000e+01 0.000000000000000000e+00
7.600000000000000000e+01 9.426910333600977410e-01 4.970657183798182256e-03 6.987471840923371869e-02 4.162995324467684555e-03 5.434604111756178213e+01 1.956799785374978029e+01 6.059503724542582859e+02 2.947473247972014576e+01 -4.259308337984086990e+01 1.576924913068654917e+02 7.364723796420274482e+01 4.803339589434080636e+01
7.700000000000000000e+01 9.419421828500200711e-01 5.057976566519406525e-03 8.487182685219550604e-02 2.407533078360469050e-03 5.432463837010948993e+01 1.951416252048938560e+01 6.195378362805311099e+02 2.962106191385348808e+01 -3.520315049392903717e+01 1.452222850866991166e+02 7.233836115446764836e+01 4.501580202650941231e+01
7.800000000000000000e+01 9.411933309531314018e-01 5.147977329776043040e-03 7.512878086743542128e-02 3.351652703379708314e-03 5.430695805242658736e+01 1.946973809973762570e+01 6.307651936082168049e+02 2.961696344186880125e+01 -2.741475324366708932e+01 1.737558584585761139e+02 7.118007628534716957e+01 4.232075186357333507e+01
7.900000000000000000e+01 9.404444776695213282e-01 5.240519471174293932e-03 7.786575216610726324e-02 2.965856102556188156e-03 5.428691766303060717e+01 1.941944527739374138e+01 6.434947513268555213e+02 2.971447067358440464e+01 -2.018749900835583233e+01 1.376654526946267936e+02 7.013713482123326060e+01 3.988241949394941344e+01
8.000000000000000000e+01 9.396956229992836640e-01 5.335388992435111458e-03 7.913032567433962716e-02 2.801524525688572648e-03 5.426751705585302687e+01 1.937081676107007411e+01 6.558213987908566196e+02 2.978757991354995838e+01 -1.200416511772386308e+01 1.346127672791799057e+02 6.919822344127592828e+01 3.768985893895265349e+01
8.100000000000000000e+01 9.389464903494666448e-01 5.400476454765515584e-03 8.379434400509318259e-02 2.402781931237380278e-03 5.424836297808113983e+01 1.932286339493135330e+01 6.679947739317588002e+02 2.985202919420227374e+01 -3.115313269096687598e+00 1.825963815464426432e+02 6.834730646647253138e+01 3.571587209741026214e+01
8.200000000000000000e+01 9.381970803822086147e-01 5.438563859971119047e-03 7.570450228324934749e-02 3.237061990384326477e-03 5.423021514618658045e+01 1.927748012395408139e+01 6.795317023181507921e+02 2.987128620392093126e+01 7.184960178967461530e+00 2.681956850121439970e+02 6.757301240801041331e+01 3.394132973541226050e+01
8.300000000000000000e+01 9.374476699113482026e-01 5.482537789853054490e-03 7.937921297315257696e-02 2.746347341347361512e-03 5.421006244299070431e+01 1.922714700072733152e+01 6.923467542055852846e+02 2.998872484897607649e+01 2.321973155630416841e+01 2.535906565964274648e+02 6.685948999244544666e+01 3.233299426012172972e+01
8.400000000000000000e+01 9.366982589370006496e-01 5.532317537949972032e-03 7.598788270890871610e-02 3.180169094903217714e-03 5.419078067865873294e+01 1.917904716367233320e+01 7.046114430138857188e+02 3.006508900286616992e+01 3.641295097320509910e+01 2.618052636088684721e+02 6.620736755917157268e+01 3.155311938908750236e+01
8.500000000000000000e+01 9.359488474592878582e-01 5.587631988528910659e-03 7.635097775955966559e-02 3.120242331273435400e-03 5.417057431368142062e+01 1.912870693282954093e+01 7.174679336334534128e+02 3.019278786852047958e+01 4.817063691887746302e+01 2.451862803464268268e+02 6.558957598884433082e+01 3.070298937676784945e+01
8.600000000000000000e+01 9.351994354783353947e-01 5.648350307094371532e-03 8.513356898935710293e-02 2.320957842451587885e-03 5.415040108343094261e+01 1.907851171772718857e+01 7.303070808287033060e+02 3.032270835470059112e+01 6.048686054501698095e+01 2.230854520432201582e+02 6.499589532731536679e+01 2.990030985410011510e+01
