#Herron-Langway model fitted onto measured density, from the .gnumeric model
#depth, m	Relative density
180.400000000001	0.99064801821994
180.950000000001	0.99069821405172
181.500000000001	0.99074763439802
182.050000000001	0.99079629764995
182.600000000001	0.99084422176747
183.150000000001	0.99089142428626
183.700000000001	0.99093792232449
184.250000000001	0.99098373258973
184.800000000001	0.99102887138586
185.350000000001	0.99107335462003
185.900000000001	0.99111719780965
186.450000000001	0.99116041608935
187.000000000001	0.99120302421799
187.550000000001	0.99124503658567
188.100000000001	0.99128646722072
188.650000000001	0.99132732979666
189.200000000001	0.9913676376392
189.750000000001	0.99140740373317
190.300000000001	0.99144664072941
190.850000000001	0.99148536095166
191.400000000001	0.99152357640339
191.950000000001	0.9915612987746
192.500000000001	0.99159853944856
193.050000000001	0.99163530950848
193.600000000001	0.99167161974416
194.150000000001	0.99170748065855
194.700000000001	0.99174290247424
195.250000000001	0.99177789513991
195.800000000001	0.99181246833667
196.350000000001	0.99184663148439
196.900000000001	0.99188039374784
197.450000000001	0.99191376404289
198.000000000001	0.9919467510425
198.550000000001	0.99197936318271
199.100000000001	0.99201160866851
199.650000000001	0.99204349547962
200.200000000001	0.99207503137619
200.750000000001	0.9921062239044
201.300000000001	0.99213708040199
201.850000000001	0.99216760800366
202.400000000001	0.99219781364637
202.950000000001	0.99222770407465
203.500000000001	0.99225728584564
204.050000000001	0.99228656533418
204.600000000001	0.99231554873775
205.150000000001	0.99234424208126
205.700000000001	0.99237265122188
206.250000000001	0.99240078185362
206.800000000001	0.9924286395119
207.350000000001	0.99245622957801
207.900000000001	0.99248355728347
208.450000000001	0.9925106277143
209.000000000001	0.99253744581516
209.550000000001	0.99256401639344
210.100000000001	0.99259034412323
210.650000000001	0.99261643354923
211.200000000001	0.99264228909049
211.750000000001	0.99266791504418
212.300000000001	0.99269331558912
212.850000000001	0.99271849478937
213.400000000001	0.99274345659761
213.950000000001	0.99276820485853
214.500000000001	0.99279274331204
215.050000000001	0.99281707559647
215.600000000001	0.99284120525165
216.150000000001	0.99286513572193
216.700000000001	0.99288887035908
217.250000000001	0.99291241242515
217.800000000001	0.99293576509523
218.350000000001	0.99295893146015
218.900000000001	0.99298191452907
219.450000000001	0.99300471723204
220.000000000001	0.99302734242248
220.550000000001	0.9930497928795
221.100000000001	0.99307207131033
221.650000000001	0.9930941803525
222.200000000001	0.99311612257604
222.750000000002	0.99313790048563
223.300000000002	0.99315951652263
223.850000000002	0.9931809730671
224.400000000002	0.99320227243972
224.950000000002	0.99322341690365
225.500000000002	0.9932444086664
226.050000000002	0.99326524988151
226.600000000002	0.99328594265034
227.150000000002	0.99330648902365
227.700000000002	0.99332689100324
228.250000000002	0.99334715054346
228.800000000002	0.99336726955275
229.350000000002	0.99338724989505
229.900000000002	0.99340709339122
230.450000000002	0.99342680182038
231.000000000002	0.99344637692125
231.550000000002	0.99346582039336
232.100000000002	0.99348513389832
232.650000000002	0.993504319061
233.200000000002	0.99352337747064
233.750000000002	0.993542310682
234.300000000002	0.99356112021639
234.850000000002	0.99357980756269
235.400000000002	0.99359837417842
235.950000000002	0.9936168214906
236.500000000002	0.99363515089676
237.050000000002	0.99365336376579
237.600000000002	0.99367146143881
238.150000000002	0.99368944523003
238.700000000002	0.99370731642755
239.250000000002	0.99372507629409
239.800000000002	0.99374272606783
240.350000000002	0.99376026696304
240.900000000002	0.99377770017086
241.450000000002	0.99379502685992
242.000000000002	0.99381224817701
242.550000000002	0.99382936524773
243.100000000002	0.99384637917706
243.650000000002	0.99386329104996
244.200000000002	0.99388010193194
244.750000000002	0.99389681286962
245.300000000002	0.99391342489122
245.850000000002	0.99392993900707
246.400000000002	0.99394635621016
246.950000000002	0.99396267747653
247.500000000002	0.99397890376578
248.050000000002	0.99399503602148
248.600000000002	0.99401107517163
249.150000000002	0.99402702212903
249.700000000002	0.99404287779171
250.250000000002	0.99405864304328
250.800000000002	0.99407431875333
251.350000000002	0.99408990577777
251.900000000002	0.99410540495916
252.450000000002	0.99412081712709
253.000000000002	0.99413614309844
253.550000000002	0.99415138367772
254.100000000002	0.9941665396574
254.650000000002	0.99418161181813
255.200000000002	0.99419660092907
255.750000000002	0.99421150774816
256.300000000002	0.99422633302237
256.850000000002	0.99424107748793
257.400000000002	0.99425574187061
257.950000000002	0.99427032688595
258.500000000002	0.99428483323947
259.050000000002	0.99429926162692
259.600000000002	0.99431361273446
260.150000000002	0.99432788723888
260.700000000002	0.99434208580783
261.250000000002	0.99435620909998
261.800000000002	0.99437025776522
262.350000000002	0.99438423244482
262.900000000002	0.99439813377167
263.450000000002	0.99441196237037
264.000000000002	0.99442571885747
264.550000000002	0.99443940384157
265.100000000002	0.99445301792352
265.650000000002	0.99446656169656
266.200000000002	0.99448003574645
266.750000000002	0.99449344065164
267.300000000002	0.99450677698339
267.850000000002	0.99452004530592
268.400000000002	0.99453324617651
268.950000000002	0.99454638014569
269.500000000002	0.99455944775729
270.050000000002	0.9945724495486
270.600000000002	0.9945853860505
271.150000000002	0.99459825778754
271.700000000002	0.99461106527809
272.250000000003	0.99462380903439
272.800000000003	0.99463648956273
273.350000000003	0.99464910736349
273.900000000003	0.99466166293127
274.450000000003	0.99467415675499
275.000000000003	0.99468658931797
275.550000000003	0.99469896109803
276.100000000003	0.99471127256758
276.650000000003	0.99472352419371
277.200000000003	0.99473571643828
277.750000000003	0.99474784975799
278.300000000003	0.99475992460448
278.850000000003	0.99477194142438
279.400000000003	0.99478390065943
279.950000000003	0.99479580274652
280.500000000003	0.99480764811781
281.050000000003	0.99481943720073
281.600000000003	0.99483117041814
282.150000000003	0.9948428481883
282.700000000003	0.99485447092505
283.250000000003	0.99486603903778
283.800000000003	0.99487755293155
284.350000000003	0.99488901300714
284.900000000003	0.99490041966112
285.450000000003	0.99491177328587
286.000000000003	0.99492307426971
286.550000000003	0.99493432299691
287.100000000003	0.99494551984775
287.650000000003	0.9949566651986
288.200000000003	0.99496775942196
288.750000000003	0.99497880288651
289.300000000003	0.99498979595717
289.850000000003	0.99500073899516
290.400000000003	0.99501163235803
290.950000000003	0.99502247639973
291.500000000003	0.99503327147067
292.050000000003	0.99504401791772
292.600000000003	0.9950547160843
293.150000000003	0.99506536631043
293.700000000003	0.99507596893274
294.250000000003	0.99508652428456
294.800000000003	0.99509703269591
295.350000000003	0.99510749449359
295.900000000003	0.99511791000121
296.450000000003	0.99512827953923
297.000000000003	0.99513860342497
297.550000000003	0.99514888197273
298.100000000003	0.99515911549372
298.650000000003	0.99516930429621
299.200000000003	0.99517944868548
299.750000000003	0.99518954896391
300.300000000003	0.99519960543101
300.850000000003	0.99520961838343
301.400000000003	0.99521958811501
301.950000000003	0.99522951491684
302.500000000003	0.99523939907726
303.050000000003	0.9952492408819
303.600000000003	0.99525904061374
304.150000000003	0.9952687985531
304.700000000003	0.99527851497773
305.250000000003	0.99528819016276
305.800000000003	0.99529782438083
306.350000000003	0.99530741790204
306.900000000003	0.99531697099401
307.450000000003	0.99532648392194
308.000000000003	0.99533595694856
308.550000000003	0.99534539033427
309.100000000003	0.99535478433705
309.650000000003	0.9953641392126
310.200000000003	0.99537345521426
310.750000000003	0.99538273259314
311.300000000003	0.99539197159807
311.850000000003	0.99540117247566
312.400000000003	0.99541033547033
312.950000000003	0.99541946082431
313.500000000003	0.99542854877769
314.050000000003	0.99543759956844
314.600000000003	0.99544661343243
315.150000000003	0.99545559060346
315.700000000003	0.99546453131326
316.250000000003	0.99547343579155
316.800000000003	0.99548230426605
317.350000000003	0.99549113696248
317.900000000003	0.99549993410462
318.450000000003	0.9955086959143
319.000000000003	0.99551742261145
319.550000000003	0.99552611441409
320.100000000003	0.99553477153838
320.650000000004	0.99554339419862
321.200000000004	0.99555198260729
321.750000000004	0.99556053697506
322.300000000004	0.99556905751079
322.850000000004	0.99557754442159
323.400000000004	0.99558599791283
323.950000000004	0.99559441818811
324.500000000004	0.99560280544936
325.050000000004	0.99561115989679
325.600000000004	0.99561948172893
326.150000000004	0.99562777114269
326.700000000004	0.99563602833329
327.250000000004	0.99564425349437
327.800000000004	0.99565244681795
328.350000000004	0.99566060849447
328.900000000004	0.99566873871277
329.450000000004	0.99567683766019
330.000000000004	0.99568490552249
330.550000000004	0.99569294248394
331.100000000004	0.99570094872727
331.650000000004	0.99570892443376
332.200000000004	0.9957168697832
332.750000000004	0.99572478495392
333.300000000004	0.99573267012282
333.850000000004	0.99574052546536
334.400000000004	0.9957483511556
334.950000000004	0.9957561473662
335.500000000004	0.99576391426844
336.050000000004	0.99577165203222
336.600000000004	0.9957793608261
337.150000000004	0.99578704081729
337.700000000004	0.99579469217169
338.250000000004	0.99580231505386
338.800000000004	0.99580990962709
339.350000000004	0.99581747605337
339.900000000004	0.99582501449341
340.450000000004	0.99583252510667
341.000000000004	0.99584000805137
341.550000000004	0.99584746348448
342.100000000004	0.99585489156176
342.650000000004	0.99586229243774
343.200000000004	0.99586966626579
343.750000000004	0.99587701319805
344.300000000004	0.99588433338551
344.850000000004	0.99589162697801
345.400000000004	0.99589889412421
345.950000000004	0.99590613497165
346.500000000004	0.99591334966673
347.050000000004	0.99592053835475
347.600000000004	0.99592770117989
348.150000000004	0.99593483828523
348.700000000004	0.99594194981278
349.250000000004	0.99594903590348
349.800000000004	0.99595609669718
350.350000000004	0.9959631323327
350.900000000004	0.99597014294781
351.450000000004	0.99597712867926
352.000000000004	0.99598408966274
352.550000000004	0.99599102603297
353.100000000004	0.99599793792364
353.650000000004	0.99600482546747
354.200000000004	0.99601168879616
354.750000000004	0.99601852804046
355.300000000004	0.99602534333016
355.850000000004	0.99603213479408
356.400000000004	0.9960389025601
356.950000000004	0.99604564675514
357.500000000004	0.99605236750523
358.050000000004	0.99605906493545
358.600000000004	0.99606573916998
359.150000000004	0.99607239033208
359.700000000004	0.99607901854413
360.250000000004	0.99608562392763
360.800000000004	0.99609220660319
361.350000000004	0.99609876669054
361.900000000004	0.99610530430856
362.450000000004	0.99611181957529
363.000000000004	0.99611831260788
363.550000000004	0.9961247835227
364.100000000004	0.99613123243524
364.650000000004	0.99613765946018
365.200000000004	0.9961440647114
365.750000000004	0.99615044830196
366.300000000004	0.99615681034411
366.850000000004	0.99616315094931
367.400000000004	0.99616947022826
367.950000000004	0.99617576829084
368.500000000004	0.99618204524619
369.050000000005	0.99618830120266
369.600000000005	0.99619453626785
370.150000000005	0.99620075054862
370.700000000005	0.99620694415107
371.250000000005	0.99621311718057
371.800000000005	0.99621926974175
372.350000000005	0.99622540193852
372.900000000005	0.99623151387408
373.450000000005	0.99623760565089
374.000000000005	0.99624367737073
374.550000000005	0.99624972913468
375.100000000005	0.9962557610431
375.650000000005	0.99626177319569
376.200000000005	0.99626776569146
376.750000000005	0.99627373862874
377.300000000005	0.99627969210519
377.850000000005	0.99628562621781
378.400000000005	0.99629154106293
378.950000000005	0.99629743673626
379.500000000005	0.99630331333281
380.050000000005	0.996309170947
380.600000000005	0.99631500967259
381.150000000005	0.99632082960271
381.700000000005	0.99632663082986
382.250000000005	0.99633241344594
382.800000000005	0.99633817754221
383.350000000005	0.99634392320935
383.900000000005	0.99634965053741
384.450000000005	0.99635535961586
385.000000000005	0.99636105053356
385.550000000005	0.9963667233788
386.100000000005	0.99637237823926
386.650000000005	0.99637801520208
387.200000000005	0.99638363435378
387.750000000005	0.99638923578035
388.300000000005	0.99639481956719
388.850000000005	0.99640038579916
389.400000000005	0.99640593456056
389.950000000005	0.99641146593512
390.500000000005	0.99641698000605
391.050000000005	0.99642247685601
391.600000000005	0.99642795656712
392.150000000005	0.99643341922097
392.700000000005	0.99643886489862
393.250000000005	0.99644429368061
393.800000000005	0.99644970564697
394.350000000005	0.9964551008772
394.900000000005	0.99646047945028
395.450000000005	0.99646584144472
396.000000000005	0.99647118693849
396.550000000005	0.99647651600909
397.100000000005	0.99648182873351
397.650000000005	0.99648712518825
398.200000000005	0.99649240544932
398.750000000005	0.99649766959228
399.300000000005	0.99650291769216
399.850000000005	0.99650814982355
400.400000000005	0.99651336606057
400.950000000005	0.99651856647686
401.500000000005	0.9965237511456
402.050000000005	0.99652892013952
402.600000000005	0.99653407353088
403.150000000005	0.99653921139149
403.700000000005	0.99654433379272
404.250000000005	0.9965494408055
404.800000000005	0.9965545325003
405.350000000005	0.99655960894717
405.900000000005	0.9965646702157
406.450000000005	0.99656971637509
407.000000000005	0.99657474749407
407.550000000005	0.99657976364098
408.100000000005	0.99658476488371
408.650000000005	0.99658975128975
409.200000000005	0.99659472292618
409.750000000005	0.99659967985965
410.300000000005	0.99660462215642
410.850000000005	0.99660954988234
411.400000000005	0.99661446310285
411.950000000005	0.996619361883
412.500000000005	0.99662424628744
413.050000000005	0.99662911638044
413.600000000005	0.99663397222586
414.150000000005	0.99663881388719
414.700000000005	0.99664364142753
415.250000000005	0.9966484549096
415.800000000005	0.99665325439575
416.350000000005	0.99665803994795
416.900000000005	0.99666281162778
417.450000000006	0.99666756949649
418.000000000006	0.99667231361493
418.550000000006	0.9966770440436
419.100000000006	0.99668176084264
419.650000000006	0.99668646407184
420.200000000006	0.99669115379061
420.750000000006	0.99669583005803
421.300000000006	0.99670049293282
421.850000000006	0.99670514247337
422.400000000006	0.99670977873769
422.950000000006	0.99671440178349
423.500000000006	0.99671901166811
424.050000000006	0.99672360844857
424.600000000006	0.99672819218154
425.150000000006	0.99673276292337
425.700000000006	0.99673732073008
426.250000000006	0.99674186565737
426.800000000006	0.99674639776059
427.350000000006	0.9967509170948
427.900000000006	0.99675542371471
428.450000000006	0.99675991767474
429.000000000006	0.99676439902897
429.550000000006	0.99676886783119
430.100000000006	0.99677332413487
430.650000000006	0.99677776799317
431.200000000006	0.99678219945893
431.750000000006	0.99678661858473
432.300000000006	0.99679102542279
432.850000000006	0.99679542002508
433.400000000006	0.99679980244325
433.950000000006	0.99680417272865
434.500000000006	0.99680853093236
435.050000000006	0.99681287710514
435.600000000006	0.99681721129749
436.150000000006	0.99682153355961
436.700000000006	0.99682584394141
437.250000000006	0.99683014249252
437.800000000006	0.99683442926229
438.350000000006	0.99683870429982
438.900000000006	0.99684296765388
439.450000000006	0.996847219373
440.000000000006	0.99685145950544
440.550000000006	0.99685568809918
441.100000000006	0.99685990520193
441.650000000006	0.99686411086114
442.200000000006	0.99686830512398
442.750000000006	0.99687248803737
443.300000000006	0.99687665964798
443.850000000006	0.9968808200022
444.400000000006	0.99688496914616
444.950000000006	0.99688910712576
445.500000000006	0.99689323398663
446.050000000006	0.99689734977415
446.600000000006	0.99690145453344
447.150000000006	0.99690554830938
447.700000000006	0.99690963114661
448.250000000006	0.99691370308952
448.800000000006	0.99691776418225
449.350000000006	0.99692181446871
449.900000000006	0.99692585399256
450.450000000006	0.99692988279723
451.000000000006	0.9969339009259
451.550000000006	0.99693790842153
452.100000000006	0.99694190532684
452.650000000006	0.99694589168432
453.200000000006	0.99694986753622
453.750000000006	0.99695383292458
454.300000000006	0.9969577878912
454.850000000006	0.99696173247765
455.400000000006	0.9969656667253
455.950000000006	0.99696959067526
456.500000000006	0.99697350436846
457.050000000006	0.99697740784558
457.600000000006	0.99698130114709
458.150000000006	0.99698518431325
458.700000000006	0.9969890573841
459.250000000006	0.99699292039948
459.800000000006	0.99699677339898
460.350000000006	0.99700061642203
460.900000000006	0.99700444950782
461.450000000006	0.99700827269532
462.000000000006	0.99701208602334
462.550000000006	0.99701588953043
463.100000000006	0.99701968325498
463.650000000006	0.99702346723516
464.200000000006	0.99702724150893
464.750000000006	0.99703100611406
465.300000000006	0.99703476108814
465.850000000007	0.99703850646852
466.400000000007	0.99704224229239
466.950000000007	0.99704596859674
467.500000000007	0.99704968541835
468.050000000007	0.99705339279383
468.600000000007	0.99705709075958
469.150000000007	0.99706077935183
469.700000000007	0.9970644586066
470.250000000007	0.99706812855975
470.800000000007	0.99707178924693
471.350000000007	0.99707544070361
471.900000000007	0.99707908296509
472.450000000007	0.99708271606648
473.000000000007	0.9970863400427
473.550000000007	0.99708995492851
474.100000000007	0.99709356075848
474.650000000007	0.997097157567
475.200000000007	0.99710074538829
475.750000000007	0.99710432425638
476.300000000007	0.99710789420516
476.850000000007	0.99711145526831
477.400000000007	0.99711500747937
477.950000000007	0.99711855087168
478.500000000007	0.99712208547842
479.050000000007	0.99712561133263
479.600000000007	0.99712912846713
480.150000000007	0.99713263691462
480.700000000007	0.99713613670762
481.250000000007	0.99713962787847
481.800000000007	0.99714311045937
482.350000000007	0.99714658448235
482.900000000007	0.99715004997928
483.450000000007	0.99715350698185
484.000000000007	0.99715695552162
484.550000000007	0.99716039562999
485.100000000007	0.99716382733818
485.650000000007	0.99716725067728
486.200000000007	0.9971706656782
486.750000000007	0.99717407237172
487.300000000007	0.99717747078845
487.850000000007	0.99718086095885
488.400000000007	0.99718424291324
488.950000000007	0.99718761668179
489.500000000007	0.9971909822945
490.050000000007	0.99719433978124
490.600000000007	0.99719768917173
491.150000000007	0.99720103049554
491.700000000007	0.9972043637821
492.250000000007	0.99720768906069
492.800000000007	0.99721100636045
493.350000000007	0.99721431571036
493.900000000007	0.99721761713929
494.450000000007	0.99722091067595
495.000000000007	0.99722419634891
495.550000000007	0.9972274741866
496.100000000007	0.99723074421732
496.650000000007	0.99723400646922
497.200000000007	0.99723726097032
497.750000000007	0.99724050774851
498.300000000007	0.99724374683153
498.850000000007	0.997246978247
499.400000000007	0.99725020202241
499.950000000007	0.99725341818509
500.500000000007	0.99725662676228
501.050000000007	0.99725982778104
501.600000000007	0.99726302126834
502.150000000007	0.99726620725101
502.700000000007	0.99726938575574
503.250000000007	0.9972725568091
503.800000000007	0.99727572043753
504.350000000007	0.99727887666735
504.900000000007	0.99728202552475
505.450000000007	0.9972851670358
506.000000000007	0.99728830122644
506.550000000007	0.99729142812249
507.100000000007	0.99729454774963
507.650000000007	0.99729766013346
508.200000000007	0.99730076529941
508.750000000007	0.99730386327282
509.300000000007	0.99730695407891
509.850000000007	0.99731003774277
510.400000000007	0.99731311428937
510.950000000007	0.99731618374358
511.500000000007	0.99731924613013
512.050000000007	0.99732230147365
512.600000000007	0.99732534979865
513.150000000007	0.99732839112952
513.700000000007	0.99733142549055
514.250000000007	0.9973344529059
514.800000000007	0.99733747339963
515.350000000007	0.99734048699568
515.900000000007	0.99734349371788
516.450000000007	0.99734649358995
517.000000000007	0.9973494866355
517.550000000007	0.99735247287804
518.100000000007	0.99735545234095
518.650000000007	0.99735842504752
519.200000000007	0.99736139102092
519.750000000007	0.99736435028423
520.300000000007	0.9973673028604
520.850000000007	0.9973702487723
521.400000000007	0.99737318804268
521.950000000007	0.99737612069417
522.500000000007	0.99737904674934
523.050000000007	0.99738196623061
523.600000000007	0.99738487916033
524.150000000006	0.99738778556073
524.700000000006	0.99739068545395
525.250000000006	0.99739357886201
525.800000000006	0.99739646580686
526.350000000006	0.99739934631032
526.900000000006	0.99740222039413
527.450000000006	0.99740508807993
528.000000000006	0.99740794938925
528.550000000006	0.99741080434353
529.100000000006	0.99741365296411
529.650000000006	0.99741649527225
530.200000000006	0.99741933128909
