#This is the raw Datice output, not the official AICC2012 file.
#Depth (m)	Ice age (a B1950)	Ice age std (a)	Gas age (a B1950)	Gas age std (a)	Accu. Rate (m ie)	Thinning	LIDIE (m ie)
2550.9	329236	2403.42	327016	2402.74	0.0313	0.1277	66.35
2552.55	329649	2416.41	327439	2412.59	0.0302	0.1283	66.39
2554.2	330074	2428.1	327862	2431.24	0.0318	0.1284	65.81
2555.85	330478	2439.49	328319	2444.63	0.0298	0.1286	64.93
2557.5	330910	2449.92	328783	2474.96	0.0296	0.1289	64
2559.15	331342	2459.27	329236	2489.79	0.0303	0.1291	63.26
2560.8	331764	2467.55	329670	2490.28	0.0311	0.1294	62.54
2562.45	332174	2475.25	330114	2508.47	0.0296	0.1297	61.67
2564.1	332603	2482.57	330545	2517.01	0.0285	0.1299	60.73
2565.75	333048	2489.09	331004	2520.3	0.029	0.1303	60.22
2567.4	333485	2494.51	331445	2531.45	0.032	0.1305	62.5
2569.05	333881	2495.91	331787	2520.83	0.0347	0.1306	65.18
2570.7	334244	2494.92	332109	2542.07	0.0378	0.1308	66.75
2572.35	334578	2495.33	332479	2575.94	0.0379	0.1308	65.73
2574	334912	2499.78	332955	2590.49	0.0406	0.1307	64.69
2575.65	335223	2509.82	333431	2581.4	0.0393	0.1306	64.93
2577.3	335544	2525.29	333826	2569.79	0.0395	0.1304	65.77
2578.95	335864	2544.71	334172	2551.86	0.0405	0.1303	66.98
2580.6	336177	2566.68	334482	2541.34	0.0386	0.1301	67.74
2582.25	336506	2588.23	334798	2520.52	0.0354	0.1299	68.54
2583.9	336864	2604.02	335100	2522.74	0.0338	0.1297	69.28
2585.55	337240	2612.36	335401	2529.58	0.031	0.1295	69.72
2587.2	337651	2618.87	335713	2539.23	0.0284	0.1294	70.11
2588.85	338100	2624.71	336021	2556.97	0.0256	0.1293	70.04
2590.5	338598	2629.68	336345	2579.82	0.0241	0.1292	69.8
2592.15	339129	2632.87	336698	2596.29	0.023	0.129	69.47
2593.8	339684	2631.38	337078	2611.34	0.0209	0.1289	67.74
2595.45	340295	2619.91	337531	2646.39	0.0187	0.1288	65.69
2597.1	340980	2595.94	338043	2759.39	0.0173	0.1286	63.78
2598.75	341724	2551.24	338614	2810.82	0.0157	0.1283	61.84
2600.4	342540	2458.58	339234	2920	0.0134	0.1281	59.73
2602.05	343501	2346.53	339906	3029.6	0.013	0.1278	57.87
2603.7	344496	2269.06	340649	3060.35	0.0137	0.1276	56.2
2605.35	345439	2252.82	341467	3064.83	0.0138	0.1273	54.55
2607	346378	2318.54	342370	3149.71	0.0143	0.1271	52.79
2608.65	347288	2435.42	343438	2919.72	0.0146	0.1268	51.2
2610.3	348182	2580.89	344557	2873.65	0.0148	0.1265	49.93
2611.95	349061	2725.95	345600	2868.1	0.0151	0.1263	50.07
2613.6	349928	2861.41	346529	2978.51	0.0156	0.1262	50.45
2615.25	350764	2967.46	347414	3024.04	0.0159	0.126	51.4
2616.9	351585	3062.47	348247	3171.64	0.0155	0.1258	51.73
2618.55	352431	3145.89	349108	3284.03	0.0152	0.1257	52.03
2620.2	353292	3215.85	349959	3371.93	0.0154	0.1255	52.21
2621.85	354149	3271.71	350787	3474.37	0.0156	0.1252	52.32
2623.5	354995	3312.96	351610	3545.16	0.0155	0.125	52.31
2625.15	355847	3337.92	352463	3662.64	0.0139	0.1248	51.76
2626.8	356800	3353.35	353366	3712.51	0.0141	0.1246	51.34
2628.45	357742	3366.49	354254	3756.36	0.0141	0.1244	52.23
2630.1	358680	3382.48	355049	3774.63	0.0137	0.1241	53.61
2631.75	359648	3414.87	355819	3924.17	0.0141	0.1238	54.84
2633.4	360592	3464.86	356690	3875.56	0.0146	0.1234	53.93
2635.05	361506	3533.06	357712	3920.75	0.0146	0.1229	52.7
2636.7	362428	3616.13	358752	3878.38	0.0153	0.1225	51.47
2638.35	363309	3715.39	359818	3871	0.0156	0.122	50.28
2640	364176	3820.51	360850	3894.58	0.0158	0.1215	49.2
2641.65	365036	3942.9	361854	3952.04	0.0148	0.121	47.93
2643.3	365958	4061.69	362856	4017.22	0.0155	0.1206	46.85
2644.95	366839	4175.06	363809	4093.29	0.0152	0.1201	45.94
2646.6	367741	4276.93	364741	4247.6	0.0157	0.1196	46.89
2648.25	368620	4369.51	365590	4333.84	0.0151	0.119	48.19
2649.9	369535	4456.54	366419	4473.16	0.0153	0.1184	49.34
2651.55	370446	4528.74	367253	4531.44	0.0161	0.1178	50.84
2653.2	371314	4586.09	368066	4617.25	0.017	0.1172	52.27
2654.85	372141	4632.48	368884	4676.05	0.0171	0.1165	52.26
2656.5	372968	4662.65	369818	4678.53	0.0187	0.1159	51.66
2658.15	373727	4681.16	370768	4698.6	0.0173	0.1151	50.86
2659.8	374554	4690.05	371688	4761.99	0.0153	0.1142	50.3
2661.45	375499	4693.63	372570	4763.41	0.0153	0.1131	49.97
2663.1	376450	4692.41	373403	4772.64	0.0161	0.1121	49.91
2664.75	377362	4683.47	374231	4780.83	0.0167	0.1112	49.86
2666.4	378249	4665.64	375158	4760.11	0.0169	0.1103	49.68
2668.05	379137	4642.16	376146	4724.03	0.0178	0.1094	50.47
2669.7	379986	4614.05	377047	4674.87	0.019	0.1085	51.79
2671.35	380787	4577.67	377889	4637.85	0.0191	0.1077	53.01
2673	381592	4535.72	378729	4586.49	0.02	0.1069	54.23
2674.65	382364	4480.54	379549	4546.64	0.019	0.1063	55.36
2676.3	383182	4412.08	380334	4514.74	0.018	0.1056	55.96
2677.95	384048	4338.46	381125	4471.31	0.0179	0.105	56.16
2679.6	384928	4273.06	381922	4391.62	0.0193	0.1044	56.7
2681.25	385745	4205.78	382702	4312.62	0.02	0.1038	57.09
2682.9	386542	4140.74	383536	4212.97	0.0213	0.1032	57.74
2684.55	387292	4054.03	384389	4158.01	0.0191	0.1027	57.94
2686.2	388133	3939.4	385251	4127.57	0.0174	0.1021	59.11
2687.85	389061	3816.16	386017	4087.68	0.0163	0.1016	60.58
2689.5	390060	3728.78	386744	4011.29	0.0176	0.1011	61.34
2691.15	390987	3670.26	387494	3895.3	0.0182	0.1007	59.64
2692.8	391885	3632.48	388467	3796.68	0.0189	0.1003	57.71
2694.45	392756	3612.14	389552	3686.8	0.0204	0.0999	57.58
2696.1	393565	3601.46	390535	3637.88	0.0221	0.0996	58.31
2697.75	394316	3596.99	391420	3621.85	0.0228	0.0991	58.92
2699.4	395048	3596.73	392288	3615.25	0.0246	0.0986	59.43
2701.05	395727	3600.18	393118	3615.99	0.0246	0.0982	59.97
2702.7	396411	3607.56	393888	3629.06	0.026	0.0978	61.02
2704.35	397059	3617.97	394595	3638.87	0.0271	0.0974	63.42
2706	397684	3630.75	395221	3663.18	0.0277	0.0971	65.72
2707.65	398298	3646.29	395819	3672.85	0.0269	0.0967	66.34
2709.3	398932	3662.88	396483	3686.29	0.0285	0.0964	66.6
2710.95	399532	3680.59	397126	3701.86	0.0286	0.0962	66.47
2712.6	400131	3697.42	397762	3728.49	0.0308	0.0959	66.59
2714.25	400690	3713.93	398380	3736.33	0.0303	0.0956	66.64
2715.9	401259	3728.87	399016	3755.96	0.0322	0.0952	66.64
2717.55	401797	3742.3	399625	3759.55	0.0326	0.0947	66.54
2719.2	402331	3754.31	400231	3776.45	0.0328	0.0942	66.45
2720.85	402866	3764.02	400808	3779.72	0.0344	0.0936	67.26
2722.5	403378	3772.55	401359	3790.5	0.034	0.0928	68.29
2724.15	403901	3779.08	401881	3795.92	0.0336	0.0921	69.19
2725.8	404434	3783.49	402404	3795.24	0.0333	0.0912	69.26
2727.45	404977	3784.9	402953	3797.94	0.0342	0.0905	69
2729.1	405511	3783.23	403492	3798.55	0.0357	0.0897	69.03
2730.75	406026	3778.85	404034	3797.35	0.0343	0.0889	68.71
2732.4	406568	3772.18	404596	3790.43	0.036	0.088	68.61
2734.05	407088	3762.9	405158	3778.61	0.0353	0.0873	68.42
2735.7	407623	3752.4	405706	3769.46	0.0354	0.0863	68.1
2737.35	408163	3740.45	406264	3753.55	0.034	0.0854	67.76
2739	408732	3727.93	406825	3737.82	0.0353	0.0844	67.66
2740.65	409286	3715.23	407376	3721.74	0.0346	0.0836	67.42
2742.3	409856	3702.32	407938	3706.66	0.0332	0.0826	67.12
2743.95	410457	3689.39	408526	3689.42	0.0326	0.0816	66.89
2745.6	411077	3677.83	409115	3675.1	0.0326	0.0811	66.67
2747.25	411700	3665.41	409697	3661.41	0.0305	0.0802	65.6
2748.9	412374	3653.43	410344	3648.54	0.0297	0.0795	64.32
2750.55	413072	3642.41	411015	3636.18	0.0305	0.079	63.15
2752.2	413756	3630.74	411685	3639.75	0.0296	0.0778	62.47
2753.85	414472	3619.44	412412	3626.51	0.0293	0.0773	61.88
2755.5	415200	3607.9	413141	3617.14	0.0296	0.0762	61.78
2757.15	415931	3596.19	413860	3606.88	0.0297	0.0757	62.53
2758.8	416665	3583.6	414566	3595.58	0.0306	0.0743	63.38
2760.45	417392	3570.08	415305	3582.44	0.0302	0.0733	63.55
2762.1	418136	3555.62	416060	3567.99	0.029	0.0725	63.34
2763.75	418920	3541.2	416823	3555.06	0.0294	0.0714	63.2
2765.4	419706	3526.87	417589	3544.51	0.0283	0.0707	63.12
2767.05	420530	3513.72	418367	3531.86	0.0281	0.0699	62.98
2768.7	421371	3502.23	419182	3523.56	0.026	0.0691	62.65
2770.35	422290	3495.1	420015	3516.91	0.0258	0.0684	62.73
2772	423224	3493.65	420867	3522.44	0.0251	0.0673	62.65
2773.65	424199	3498.45	421780	3528.67	0.0279	0.0664	62.89
2775.3	425090	3505.76	422728	3545.3	0.0303	0.0653	63.02
2776.95	425924	3516.78	423717	3543.94	0.0268	0.0644	62.49
2778.6	426881	3532.62	424698	3546.52	0.024	0.0635	61.92
2780.25	427965	3552.49	425605	3579.22	0.0207	0.0626	60.99
2781.9	429236	3588.24	426580	3642.47	0.0176	0.0616	59.51
2783.55	430760	3688.66	427723	3743.8	0.0139	0.0612	56.63
2785.2	432701	3846.38	429109	3897.43	0.0118	0.0617	53.74
2786.85	434965	3961.8	430744	4456.14	0.0118	0.0624	52.34
2788.5	437204	3932.39	432751	4474.8	0.0114	0.0625	51.79
2790.15	439508	3728.71	435047	4442.34	0.0114	0.0623	50.93
2791.8	441836	3380.49	437385	4255.38	0.0109	0.0621	50.4
2793.45	444272	3121.95	439752	3944.31	0.012	0.0621	49.95
2795.1	446488	3065.85	442129	3597	0.0135	0.0624	49.81
2796.75	448450	3116.54	444528	3428.53	0.0152	0.0625	50.85
2798.4	450182	3168.37	446633	3392.92	0.0158	0.0629	51.83
2800.05	451845	3175.59	448493	3351.79	0.0173	0.0633	52.75
2801.7	453354	3115.57	450140	3353.94	0.0165	0.0635	53.2
2803.35	454929	2982.15	451767	3348.96	0.0158	0.0636	53.45
2805	456566	2851.55	453261	3293.02	0.0165	0.0636	52.42
2806.65	458142	2757.6	454894	3099.94	0.0168	0.0639	51.09
2808.3	459680	2739.45	456602	2983.26	0.0162	0.0642	49.97
2809.95	461265	2736.88	458228	3080.19	0.0145	0.0646	49.84
2811.6	463021	2704.7	459759	3165.98	0.015	0.0647	50.11
2813.25	464724	2622.02	461324	3115.07	0.0159	0.0651	50.89
2814.9	466320	2510.53	463005	3027.73	0.015	0.0654	51.88
2816.55	467998	2416.39	464629	2994.27	0.0137	0.0656	53.34
2818.2	469841	2449.08	466129	2942.1	0.0138	0.0653	54.59
2819.85	471668	2489.4	467726	2838.84	0.0157	0.0655	55.05
2821.5	473269	2487.32	469502	2713.91	0.0191	0.0656	56.16
2823.15	474583	2431.91	471243	2616.82	0.0177	0.0658	57.24
2824.8	475999	2338.51	472816	2668.48	0.0156	0.0662	58.72
2826.45	477602	2306.9	474116	2577.6	0.0185	0.0666	59.59
2828.1	478941	2283.87	475427	2475.72	0.0187	0.0668	58.99
2829.75	480262	2273.2	476978	2467.84	0.0167	0.067	58.07
2831.4	481741	2271.28	478463	2400.73	0.0179	0.0672	57.66
2833.05	483113	2262.75	479800	2407.77	0.0191	0.0675	57.39
2834.7	484397	2244.23	481229	2345.23	0.0199	0.0677	57.76
2836.35	485621	2223.89	482606	2313.68	0.0208	0.068	59.56
2838	486784	2212.1	483812	2300.04	0.0211	0.0684	61.34
2839.65	487926	2211.44	484957	2287.51	0.0227	0.0688	62.82
2841.3	488984	2216.2	486063	2291.56	0.0241	0.0692	63.97
2842.95	489972	2221.79	487149	2286.49	0.0237	0.0694	64.56
2844.6	490975	2227.09	488227	2280.17	0.0235	0.0695	63.12
2846.25	491987	2231.2	489322	2288.48	0.0221	0.0695	61.12
2847.9	493059	2235.33	490398	2295.94	0.0215	0.0695	59.74
2849.55	494161	2239.98	491464	2314.69	0.0214	0.0695	59.43
2851.2	495272	2244.42	492519	2325.5	0.0209	0.0697	59.13
2852.85	496406	2248.96	493613	2337.22	0.0211	0.0699	59.73
2854.5	497526	2252.84	494683	2352.07	0.0208	0.0701	60.77
2856.15	498658	2259.85	495745	2361.1	0.0209	0.0703	61.67
2857.8	499780	2273.22	496823	2367.44	0.0205	0.0705	60.81
2859.45	500919	2296.61	497980	2386.43	0.02	0.0707	59.61
2861.1	502084	2324.67	499159	2409.14	0.02	0.0708	58.74
2862.75	503249	2345.94	500326	2429.97	0.0203	0.0709	58.55
2864.4	504397	2353.52	501484	2445.94	0.0204	0.0709	58.36
2866.05	505539	2346.6	502659	2487.22	0.0187	0.0708	58.34
2867.7	506785	2341.85	503820	2498.94	0.0195	0.0707	59.05
2869.35	507984	2339.67	504932	2507.86	0.0196	0.0708	59.59
2871	509170	2341.5	506092	2544.94	0.0177	0.0709	59.14
2872.65	510488	2377.1	507335	2542.88	0.0183	0.0711	58.75
2874.3	511757	2427.07	508542	2597.8	0.0183	0.0712	58.33
2875.95	513025	2467.73	509808	2600.98	0.0188	0.0712	58.18
2877.6	514257	2487.65	511110	2629.44	0.0193	0.0711	58.11
2879.25	515459	2485.27	512387	2608.84	0.0197	0.0709	58.04
2880.9	516641	2469.95	513648	2592.15	0.021	0.0708	58.05
2882.55	517754	2446.9	514870	2573.96	0.0205	0.0706	57.95
2884.2	518895	2432.76	516074	2532.42	0.0216	0.0704	59.09
2885.85	519979	2432	517175	2526.85	0.0218	0.0701	60.3
2887.5	521059	2447.32	518256	2515.62	0.022	0.0698	61.05
2889.15	522137	2478.88	519349	2527.18	0.0221	0.0695	60.56
2890.8	523211	2522.52	520466	2549.13	0.0215	0.069	59.82
2892.45	524324	2567.45	521595	2583.52	0.0209	0.0686	59.35
2894.1	525473	2618.62	522708	2659.49	0.0198	0.0683	59.05
2895.75	526691	2662.68	523829	2703.03	0.0196	0.0681	59.02
2897.4	527925	2693.42	524973	2769.21	0.0198	0.0678	59.88
2899.05	529151	2710.57	526128	2827.21	0.0196	0.0677	60.85
2900.7	530393	2717.98	527312	2844.99	0.0199	0.0677	60.95
2902.35	531622	2719.78	528539	2833.55	0.0203	0.0677	58.93
2904	532821	2717.87	529872	2854.9	0.0179	0.0679	56.46
2905.65	534180	2769.35	531226	2901.33	0.0148	0.068	54.21
2907.3	535823	2889.35	532541	2976.51	0.0134	0.0681	52.38
2908.95	537631	2987.41	533958	3109.3	0.014	0.0684	51.06
2910.6	539349	3013.24	535632	3237.96	0.0144	0.0688	51.5
2912.25	541010	2957.25	537366	3272.14	0.0143	0.0695	52.23
2913.9	542668	2806.34	539008	3327.9	0.0132	0.0703	52.53
2915.55	544440	2646.1	540613	3259.99	0.0135	0.0715	52.4
2917.2	546144	2539.47	542218	3165.06	0.014	0.073	52.39
2918.85	547756	2521.26	543875	3067.33	0.014	0.0749	53.26
2920.5	549331	2571.68	545434	3024.45	0.0151	0.077	54.79
2922.15	550750	2601.69	546856	2910.54	0.0163	0.0793	54.97
2923.8	552026	2602.83	548322	2861.16	0.0179	0.0813	54.92
2925.45	553161	2572.1	549746	2775.43	0.0175	0.0836	54.77
2927.1	554287	2522.55	551036	2784.33	0.0169	0.0866	55.39
2928.75	555412	2493.47	552131	2717.55	0.0193	0.0897	58.14
2930.4	556367	2475.41	552980	2661.77	0.0214	0.0924	60.9
2932.05	557202	2461.33	553824	2609.18	0.0228	0.0948	61.14
2933.7	557965	2447.13	554835	2548.73	0.0205	0.0977	59.62
2935.35	558787	2445.67	555861	2545.49	0.0196	0.1015	58.46
2937	559618	2464.26	556703	2559.18	0.0188	0.1045	59.03
2938.65	560457	2501.55	557402	2663.32	0.0179	0.1061	60.02
2940.3	561324	2534.07	558081	2643.54	0.0197	0.1089	60.47
2941.95	562094	2557.47	558795	2591.46	0.0201	0.1121	59.09
2943.6	562827	2572.17	559606	2588.4	0.0207	0.1147	57.62
2945.25	563523	2580.62	560452	2607.01	0.0215	0.1169	57.76
2946.9	564178	2584.23	561244	2594.14	0.0223	0.1193	58.78
2948.55	564797	2584.77	561900	2605.85	0.0228	0.1213	59.86
2950.2	565395	2583.03	562533	2608.61	0.0236	0.1229	60.99
2951.85	565964	2578.8	563146	2602.67	0.0246	0.124	61.99
2953.5	566504	2572.25	563747	2594.71	0.0241	0.1258	62.55
2955.15	567049	2564.84	564321	2584	0.0249	0.1264	62.08
2956.8	567574	2556.33	564943	2570.04	0.0246	0.1268	61.56
2958.45	568103	2547.71	565550	2558.45	0.0251	0.1282	61.55
2960.1	568615	2538.89	566083	2553.85	0.0252	0.1291	61.7
2961.75	569123	2529.7	566598	2542.77	0.0255	0.1308	62.07
2963.4	569617	2519.78	567092	2514.62	0.0251	0.1314	63.08
2965.05	570116	2509.51	567560	2507.32	0.0258	0.1303	64.31
2966.7	570608	2498.39	568061	2494.89	0.0254	0.1311	64.7
2968.35	571104	2486.8	568543	2496.44	0.0253	0.129	63.5
2970	571609	2475.09	569140	2485.04	0.0255	0.1284	62.26
2971.65	572113	2463.64	569694	2470.02	0.0254	0.1267	60.92
2973.3	572626	2453.04	570275	2457.51	0.0249	0.1237	59.56
2974.95	573161	2444.56	570873	2447.04	0.0256	0.1205	58.5
2976.6	573696	2437.69	571472	2437.55	0.025	0.1177	59.69
2978.25	574257	2432.06	571984	2428.72	0.0256	0.1147	61.21
2979.9	574819	2426.68	572494	2420.66	0.0261	0.111	62.19
2981.55	575388	2420.81	573063	2433.5	0.0264	0.1068	61.75
2983.2	575974	2413.79	573698	2419.72	0.0252	0.1023	61.1
2984.85	576615	2406.1	574377	2408.11	0.0248	0.0974	61.27
2986.5	577298	2397.87	575037	2398.69	0.0246	0.0939	61.97
2988.15	578011	2389.43	575665	2393.38	0.0257	0.0896	62.72
2989.8	578726	2380.33	576354	2385.39	0.027	0.0854	62.74
2991.45	579441	2370.24	577128	2376.31	0.0273	0.082	62.44
2993.1	580179	2358.22	577937	2389.43	0.0265	0.0787	62.05
2994.75	580970	2342.22	578756	2379.38	0.023	0.0753	62.15
2996.4	581925	2320.93	579563	2373.29	0.0205	0.0716	62.25
2998.05	583048	2308.55	580416	2416.9	0.0174	0.0675	59.82
2999.7	584453	2348.18	581497	2459.14	0.017	0.0636	56.23
3001.35	585975	2372.35	582859	2570.28	0.017	0.0604	52.9
3003	587586	2366.13	584551	2633.16	0.0171	0.0576	54.59
3004.65	589261	2364.62	586126	2544.47	0.0202	0.055	57.36
3006.3	590744	2346.95	587735	2463.71	0.0193	0.0525	58.76
3007.95	592373	2337.97	589454	2532.83	0.0184	0.0502	59.69
3009.6	594165	2381.17	591046	2514.24	0.0201	0.0479	60.43
3011.25	595879	2393.63	592815	2511.03	0.0184	0.0459	58.74
3012.9	597829	2334.41	594793	2624.75	0.0163	0.0441	56.74
3014.55	600125	2316.06	596825	2527.34	0.0184	0.0426	55.36
3016.2	602232	2302.69	599140	2424.34	0.0192	0.0412	57.9
3017.85	604319	2324.4	601291	2417.69	0.0201	0.04	61.21
3019.5	606369	2352.7	603306	2410.43	0.0218	0.0389	63.82
3021.15	608312	2357.57	605337	2423.75	0.0242	0.0379	64.47
3022.8	610111	2355.2	607377	2426.04	0.0262	0.0371	65.05
3024.45	611811	2364.15	609279	2431.97	0.0257	0.0365	65.54
3026.1	613575	2396.14	611049	2475.66	0.0267	0.036	66.3
3027.75	615292	2460.3	612791	2527.36	0.0263	0.0352	66.68
3029.4	617071	2565.81	614563	2622.17	0.0248	0.0347	65.92
3031.05	618994	2702.77	616387	2768.88	0.0249	0.0341	65.23
3032.7	620931	2862.02	618322	2919.08	0.0249	0.0338	64.36
3034.35	622896	3052.66	620317	3084.74	0.0236	0.0331	63.12
3036	625009	3249.25	622370	3295.15	0.0237	0.0326	61.93
3037.65	627138	3455.86	624533	3466.47	0.0177	0.0326	57.18
3039.3	630002	3614.05	626863	3840.45	0.0122	0.033	51.5
3040.95	634092	3966.37	629917	4258.77	0.012	0.0342	52.54
3042.6	638123	4072.58	633724	4471.02	0.0119	0.035	51.13
3044.25	642084	3953.62	637782	4494.91	0.0129	0.0356	50.01
3045.9	645683	3959.54	641767	4224.93	0.0147	0.0365	51.12
3047.55	648758	4016.7	645208	4130.46	0.0158	0.0377	49.42
3049.2	651528	3992.48	648357	4166.27	0.0153	0.0389	50.62
3050.85	654297	3897.58	650991	4140.16	0.0165	0.0401	50.97
3052.5	656793	3756.45	653634	3991.98	0.0157	0.0413	49.82
3054.15	659342	3696.17	656175	3934.78	0.0146	0.0426	50.67
3055.8	661987	3682.53	658555	3860.62	0.0153	0.044	47.81
3057.45	664434	3516.39	661261	3854.87	0.0139	0.0454	46.53
3059.1	667045	3275.93	663748	3784.86	0.0149	0.0469	51.1
3060.75	669409	3058.6	665868	3393.24	0.0167	0.0484	50.77
3062.4	671452	2788.78	668255	3187.27	0.0152	0.0499	51.25
3064.05	673632	2634.85	670329	3063.45	0.0157	0.0515	55.04
3065.7	675674	2645.5	672065	2845.08	0.0179	0.0532	52.48
3067.35	677403	2657.09	674262	2771.78	0.0178	0.0547	54.23
3069	679092	2649.89	676022	2840.1	0.019	0.0562	54.86
3070.65	680639	2601.64	677627	2733.6	0.0185	0.0575	52.74
3072.3	682192	2494.18	679341	2793.92	0.0166	0.0588	55.94
3073.95	683877	2430.35	680647	2708.91	0.0183	0.0599	54.6
3075.6	685378	2385.59	682220	2599.77	0.0186	0.0611	54.37
3077.25	686827	2373.61	683853	2494.19	0.0197	0.0619	55.61
3078.9	688178	2380.82	685248	2443.65	0.0204	0.0628	56.65
3080.55	689466	2384.58	686604	2410.52	0.0211	0.0634	57.51
3082.2	690698	2375.99	687895	2400.78	0.0217	0.0641	57.16
3083.85	691888	2358.93	689183	2398.06	0.0218	0.0646	57.82
3085.5	693058	2340.72	690373	2387.53	0.0226	0.065	58.71
3087.15	694180	2324.05	691514	2367.06	0.0232	0.0654	57.17
3088.8	695267	2313.42	692748	2352.99	0.0239	0.0651	58.32
3090.45	696325	2311.1	693841	2346.09	0.0249	0.0648	59.3
3092.1	697348	2317.38	694911	2342.62	0.0246	0.0645	58.63
3093.75	698387	2329.82	696015	2347.03	0.0248	0.064	60.1
3095.4	699427	2343.57	697009	2358.39	0.0251	0.0635	60.1
3097.05	700461	2355.35	698061	2368.73	0.0249	0.0631	59.91
3098.7	701512	2362.72	699123	2379.63	0.0247	0.0628	61.17
3100.35	702577	2364.94	700120	2386.25	0.0235	0.0624	61.05
3102	703703	2364.19	701186	2389.67	0.0233	0.0621	61.22
3103.65	704842	2361.63	702254	2394.07	0.0245	0.0616	60.1
3105.3	705933	2354.57	703428	2393.52	0.0236	0.061	59.78
3106.95	707078	2351.65	704601	2392.28	0.0229	0.0603	60.83
3108.6	708273	2367.42	705689	2409.38	0.0216	0.0593	61.51
3110.25	709560	2423.39	706838	2435.17	0.0207	0.0582	61.31
3111.9	710929	2498.12	708077	2481.18	0.0207	0.0569	60.91
3113.55	712328	2581.84	709431	2703.14	0.02	0.0555	59.35
3115.2	713811	2679.81	710935	2808.46	0.0195	0.0544	59.24
3116.85	715370	2786.82	712399	2921.2	0.02	0.0533	58.81
3118.5	716918	2902.96	713965	3040.23	0.0178	0.0525	58.31
3120.15	718683	3041.97	715592	3231.12	0.0163	0.052	57.08
3121.8	720628	3241.89	717274	3389.4	0.016	0.0517	51.65
3123.45	722616	3385.9	719424	3532.07	0.0175	0.0516	54.26
3125.1	724442	3457.55	721227	3609.29	0.018	0.0517	56.67
3126.75	726214	3489.79	723024	3654.19	0.0177	0.0518	55.23
3128.4	728013	3487.27	724916	3646.18	0.0181	0.052	54.7
3130.05	729765	3462.46	726713	3636.07	0.0191	0.052	54
3131.7	731430	3457.65	728536	3543.99	0.0205	0.052	53.48
3133.35	732981	3472.48	730289	3542.89	0.0202	0.052	55.8
3135	734553	3493.26	731804	3552.91	0.0203	0.0521	53.75
3136.65	736111	3499.82	733454	3594.11	0.0191	0.0526	53.64
3138.3	737754	3493.64	735005	3675.26	0.0157	0.053	53.47
3139.95	739733	3561.77	736577	3786.59	0.0152	0.053	50.38
3141.6	741774	3668.01	738508	3859.88	0.0151	0.053	48.74
3143.25	743842	3725.26	740621	3979.84	0.0155	0.0532	50.4
3144.9	745837	3712.7	742548	3993.2	0.0156	0.0534	50.79
3146.55	747816	3639.81	744556	3959.36	0.0155	0.0532	50.91
3148.2	749810	3574.33	746545	3873.36	0.0153	0.0528	51.13
3149.85	751856	3590.29	748539	3837.23	0.0146	0.0522	52.36
3151.5	754016	3573.72	750515	3858.61	0.0149	0.0512	53.33
3153.15	756172	3514.02	752600	3762.69	0.0164	0.0501	52.23
3154.8	758186	3470.52	754912	3587.3	0.019	0.0486	53.24
3156.45	759971	3442.27	757041	3517.8	0.0173	0.0472	52.56
3158.1	761996	3397.33	759073	3554.51	0.0151	0.0459	54.13
3159.75	764379	3329.54	760971	3558.06	0.017	0.0448	57.87
3161.4	766541	3215.25	763020	3357.72	0.0188	0.0437	57.83
3163.05	768551	3031.68	765388	3236.81	0.0165	0.0429	57.19
3164.7	770884	2930.8	767573	3140.75	0.0172	0.0422	59.15
3166.35	773156	2858.45	769686	2943.79	0.0202	0.0415	58.06
3168	775119	2756.71	772106	2868.13	0.0192	0.0408	59.26
3169.65	777219	2706.71	774203	2782.89	0.0211	0.0402	59.69
3171.3	779166	2678.77	776266	2733.5	0.0226	0.0396	60.86
3172.95	781013	2666.48	778272	2728.1	0.0235	0.0391	62.5
3174.6	782809	2674.44	780126	2735.59	0.0234	0.0386	61.32
3176.25	784634	2718.32	782031	2797.15	0.0245	0.0382	62.02
3177.9	786398	2808.57	783839	2908.16	0.0261	0.038	64.37
3179.55	788060	2945.19	785547	3040.91	0.0276	0.0379	63.47
3181.2	789639	3161.72	787301	3231.29	0.0245	0.0378	64.6
3182.85	791416	3491.31	788879	3598.07	0.0218	0.0379	64.89
3184.5	793417	3979.79	790544	4066.97	0.0187	0.0381	59.83
3186.15	795738	4734.79	792657	4764.92	0.0159	0.0381	56.61
3187.8	798457	6094.98	795022	5880.79	0.0138	0.0381	57.37
3189.45	801588	7600.8	797572	7567.96	0.0138	0.038	58.84
3191.1	804734	9149.39	800475	9079.09	0.0136	0.0378	57.26
3192.75	807941	10588.9	803758	10656.9	0.0148	0.0375	56.08
