#depth	age	sigma_age	air_age	sigma_air_age	accu	sigma_accu	thinning	sigma_thinning	LID	sigma_LID	Ddepth	sigma_Ddepth	accu_model	sigma_accu_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
2.782450000000000273e+03	4.315564569616572117e+05	2.840000643125613806e+03	4.285501130840082769e+05	2.920802817668869011e+03	1.752004019004133745e-02	2.177569636697926012e-03	7.854477861987148313e-02	9.765964823861564281e-03	8.683693051724871736e+01	2.223758522018222905e+01	4.773025155214781989e+00	1.349783123843570021e+00	1.963999999999355497e-02	2.441819806486155708e-01	8.855399999999999383e-02	4.834042835081832634e-01	8.583085714285719803e+01	3.552769741693371786e-01	1.376107678138047997e-03	1.333969030388821783e-04	3.008651648746661200e-03	6.630370155659857847e-04
2.783000000000000000e+03	4.319561349873942090e+05	2.843294368852349180e+03	4.288824878873247653e+05	2.943853473663356453e+03	1.491549712112164895e-02	1.856698332183744863e-03	7.851460057526080116e-02	9.734785770838885050e-03	8.528892588646401407e+01	2.193183432317854198e+01	4.689004840329744184e+00	1.329922623362468137e+00	1.679000000000379494e-02	2.506822511708718393e-01	8.838200000000000223e-02	4.837376309756301063e-01	8.428357142857140616e+01	3.596974428117780120e-01	1.171084298846318539e-03	1.104857201178693980e-04	2.793093343503090954e-03	6.249403141610512758e-04
2.783550000000000182e+03	4.324257852085969062e+05	2.846221068866685073e+03	4.292405138739342219e+05	2.969522373090008841e+03	1.456006417961426026e-02	1.819100845650431768e-03	7.848591636560149631e-02	9.704760320919558064e-03	8.395665076497120083e+01	2.173476955755893059e+01	4.616309296126928530e+00	1.316287721686673295e+00	1.646999999999792727e-02	2.577723720227824145e-01	8.821199999999999875e-02	4.840709784430772267e-01	8.294714285714289304e+01	3.648783219332155658e-01	1.142759979478995009e-03	1.046184061933365687e-04	2.736380183467790935e-03	5.194753732497045095e-04
2.784100000000000364e+03	4.329070761269671493e+05	2.848002304583468231e+03	4.296059601690220297e+05	2.959086796182771195e+03	1.345855632412315886e-02	1.691209090764648993e-03	7.847120933993707859e-02	9.677432900405928337e-03	8.235253869724689935e+01	2.150915693166821896e+01	4.528139444436874328e+00	1.300501066197934819e+00	1.529999999999357221e-02	2.652182393232247470e-01	8.805799999999999739e-02	4.844043259105240695e-01	8.134242857142859862e+01	3.701700401835394394e-01	1.056109190723602447e-03	9.397402619215387907e-05	2.695328534467021295e-03	4.952030723440750074e-04
2.784650000000000091e+03	4.334278556115419487e+05	2.848547414072843367e+03	4.299769724546162761e+05	2.978528393631635481e+03	1.275652765477679196e-02	1.616576113589175603e-03	7.844287728158634565e-02	9.649402569462815077e-03	8.087562496600806128e+01	2.137172824562041029e+01	4.446501556154089485e+00	1.289540808428990992e+00	1.458000000000325008e-02	2.731433882412228065e-01	8.788899999999999491e-02	4.847376733779712454e-01	7.986257142857139968e+01	3.758763813386605257e-01	1.000658733362818362e-03	8.662279850976229800e-05	2.544450492311841217e-03	9.933557332779993209e-04
2.785200000000000273e+03	4.339774935466967872e+05	2.847493285123321584e+03	4.303699846209058305e+05	3.033061468879191125e+03	1.255420790060982235e-02	1.608902395021923103e-03	7.841515943274225686e-02	9.622436627024373232e-03	7.955803823924799190e+01	2.133084557320934138e+01	4.373127232564002043e+00	1.284169410681497370e+00	1.443000000000637523e-02	2.813171953324845598e-01	8.772099999999999342e-02	4.850710208454183658e-01	7.853971428571429669e+01	3.818760315852344767e-01	9.844402140781116292e-04	8.313796376771534686e-05	2.287992545841814000e-03	3.066214097875101627e-04
2.785750000000000000e+03	4.345361866924403002e+05	2.844607088084986572e+03	4.308070489818966016e+05	3.039397970820633873e+03	1.209338720132864878e-02	1.571167719923722899e-03	7.840865132867443077e-02	9.599058262834343422e-03	7.826502388327084248e+01	2.133984331811114998e+01	4.300752661024489498e+00	1.280498318481648301e+00	1.397999999999386539e-02	2.896804230304472205e-01	8.757700000000000207e-02	4.854043683128652087e-01	7.724157142857140457e+01	3.879496580075849632e-01	9.482261804516318657e-04	7.850401495545544556e-05	2.219153705572811733e-03	6.350892557659694156e-04
2.786300000000000182e+03	4.351162170811163378e+05	2.839659294545755074e+03	4.312576712157187867e+05	3.086469234671555569e+03	1.240051542004565015e-02	1.637633514636158876e-03	7.839027458242954494e-02	9.575219002878797292e-03	7.699908550332919788e+01	2.140557214292889654e+01	4.229905558923746867e+00	1.279727335195397275e+00	1.441999999999385614e-02	2.980606701392790603e-01	8.741999999999999771e-02	4.857377157803123291e-01	7.597014285714290338e+01	3.942290955510674988e-01	9.720798087410301332e-04	7.932852565621993743e-05	2.274127877564749954e-03	4.214195773351162087e-04
2.786850000000000364e+03	4.356820142461788491e+05	2.832798022880853296e+03	4.316974002256242675e+05	3.065420619491752404e+03	1.212434357634903023e-02	1.629976967307459820e-03	7.837344558302640485e-02	9.552569662032838610e-03	7.658686658026005034e+01	2.173283086197026392e+01	4.206046892273207050e+00	1.294326044869475334e+00	1.418000000000441130e-02	3.063959408743796020e-01	8.726499999999999535e-02	4.860710632477591719e-01	7.554214285714290611e+01	4.003278608167800678e-01	9.502265815109064637e-04	7.697271532933333202e-05	2.302344924952320904e-03	1.045279122626077998e-03
2.787400000000000091e+03	4.362608235646102694e+05	2.823734987867891050e+03	4.321317400107547292e+05	3.143295787130876761e+03	1.235968067037210814e-02	1.695053334268312867e-03	7.835637299056870397e-02	9.530894997256789125e-03	7.639458571840083323e+01	2.216991761823931384e+01	4.194351714344065840e+00	1.315169433734239224e+00	1.454000000000090116e-02	3.147117074278936721e-01	8.711000000000000687e-02	4.864044107152062923e-01	7.533085714285709855e+01	4.065408651550815322e-01	9.684597486519991912e-04	7.840034923884757988e-05	2.011331506294753834e-03	3.177442061008412129e-04
2.787950000000000273e+03	4.368287356546746450e+05	2.812756197104321473e+03	4.326289230941352434e+05	3.165010104375603532e+03	1.332043348738738524e-02	1.865500966161274437e-03	7.830392040397875231e-02	9.505933773394656741e-03	7.593127304611506645e+01	2.255155180596176123e+01	4.167862154090926197e+00	1.332631963512227458e+00	1.575999999999511819e-02	3.226209723734936308e-01	8.691599999999999326e-02	4.867377581826534128e-01	7.485299999999999443e+01	4.126108213997503604e-01	1.043042163542874873e-03	8.496404392312981732e-05	1.988417266648058370e-03	5.446854893491060974e-04
2.788500000000000000e+03	4.373560393622558913e+05	2.800639793442071095e+03	4.331318356451239670e+05	3.220681466580797860e+03	1.216569440593408442e-02	1.739080173422154945e-03	7.824389450958332826e-02	9.481089650011710959e-03	7.585848636069268025e+01	2.303841073577440568e+01	4.162629407171607454e+00	1.356732814296762069e+00	1.446999999999679272e-02	3.305689748331410716e-01	8.671399999999999941e-02	4.870711056501002556e-01	7.476185714285719541e+01	4.182233948343230812e-01	9.518913097337344939e-04	7.844726045643439060e-05	1.800973245705918702e-03	3.853552310019132759e-04
2.789050000000000182e+03	4.379338364220421063e+05	2.785448851882093550e+03	4.336870909785301192e+05	3.265828372784835210e+03	1.175302364646405202e-02	1.719925816635727977e-03	7.817987544016094525e-02	9.456799131259885013e-03	7.548471198758193168e+01	2.350953705527510351e+01	4.140593866026847536e+00	1.379142876203598878e+00	1.405999999999856150e-02	3.389965010995296679e-01	8.650800000000000156e-02	4.874044531175473760e-01	7.437242857142859975e+01	4.243505690582452528e-01	9.188499247258257634e-04	7.713317889858725034e-05	1.777868760185715531e-03	2.773353304534854577e-04
2.789600000000000364e+03	4.385324107759163599e+05	2.767551147548110748e+03	4.342495621926008025e+05	3.290184513726163004e+03	1.214035160311912470e-02	1.821809229249638775e-03	7.811818121681271543e-02	9.433834225601398990e-03	7.536317455829808409e+01	2.410656823035806084e+01	4.132164683982409770e+00	1.408809146256647438e+00	1.461000000000417173e-02	3.474037473154675260e-01	8.630500000000000671e-02	4.877378005849942189e-01	7.423099999999999454e+01	4.306714322191916855e-01	9.483821865682825255e-04	8.160233317770002449e-05	1.652424996048772101e-03	2.881805731604366694e-04
2.790150000000000091e+03	4.391123457512767636e+05	2.748051415383983567e+03	4.348547333818476181e+05	3.325751166614272734e+03	1.139340339915693480e-02	1.752949106323742736e-03	7.807604801758909197e-02	9.414273112050737524e-03	7.477740668790035272e+01	2.455575507908118738e+01	4.097945689407879399e+00	1.430278746072435547e+00	1.378999999999563041e-02	3.559142340043079389e-01	8.612400000000000611e-02	4.880711480524413393e-01	7.363328571428570513e+01	4.367686514102635531e-01	8.895519108763396679e-04	7.876185178406450594e-05	1.656686809430548725e-03	1.847243943511551534e-04
