# depth thinning sigma_thinning accu sigma_accu LIDIE sigma_LIDIE age sigma_age gas_age sigma_gas_age Ddepth sigma_Ddepth
3.400000000000000000e+01 9.905846113309537682e-01 5.882257591910704155e-04 6.593466775365199040e-02 1.267024559156720983e-03 5.390153240714439420e+01 1.783315373850902574e+01 2.102666062153595021e+02 2.205696661143824855e+01 -4.700000000000000000e+01 0.000000000000000000e+00 3.400000000000000000e+01 0.000000000000000000e+00
3.500000000000000000e+01 9.902555319585172322e-01 6.127726303453540730e-04 6.593590757845546602e-02 1.266123318588087627e-03 5.390512908127573866e+01 1.782718257869411005e+01 2.211307615638919515e+02 2.203236602183934423e+01 -4.700000000000000000e+01 0.000000000000000000e+00 3.500000000000000000e+01 0.000000000000000000e+00
3.600000000000000000e+01 9.899264519700983200e-01 6.379240161689502930e-04 6.593715893890764179e-02 1.265213391242523680e-03 5.390875939455902000e+01 1.782115647195684716e+01 2.320955762362126507e+02 2.200952552313575339e+01 -4.700000000000000000e+01 0.000000000000000000e+00 3.600000000000000000e+01 0.000000000000000000e+00
3.700000000000000000e+01 9.895673708390676504e-01 6.636480257228580606e-04 6.593842201819152815e-02 1.264295323331061493e-03 5.391242388332501179e+01 1.781507295690040849e+01 2.431626436048995856e+02 2.198849857597762991e+01 -4.700000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01 0.000000000000000000e+00
3.800000000000000000e+01 9.891982888510860716e-01 6.899290379810038001e-04 6.593969562150785169e-02 1.263370510778584564e-03 5.391611908591055169e+01 1.780893825649232909e+01 2.543214834331682823e+02 2.196936009784812782e+01 -4.700000000000000000e+01 0.000000000000000000e+00 3.800000000000000000e+01 0.000000000000000000e+00
3.900000000000000000e+01 9.888192059781145682e-01 7.166559703146441326e-04 6.594097991007986936e-02 1.262436186550760110e-03 5.391984547463410848e+01 1.780275132911878444e+01 2.655734974115670184e+02 2.195216031160022752e+01 -4.700000000000000000e+01 0.000000000000000000e+00 3.900000000000000000e+01 0.000000000000000000e+00
4.000000000000000000e+01 9.884401223956951199e-01 7.437124392580733798e-04 6.594227508066378973e-02 1.261495981046864470e-03 5.392360362505269222e+01 1.779651262185631566e+01 2.769203982174590237e+02 2.193695003294430634e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+01 0.000000000000000000e+00
4.100000000000000000e+01 9.880310374650432825e-01 7.711673670699921435e-04 6.594358075696495070e-02 1.260547971950690821e-03 5.392739244995037495e+01 1.779022304072177363e+01 2.883588779538367248e+02 2.192378608787045735e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.100000000000000000e+01 0.000000000000000000e+00
4.200000000000000000e+01 9.876219517688638039e-01 7.989160972414180353e-04 6.594489642697780318e-02 1.259592403489964447e-03 5.393121046809199726e+01 1.778388339955984776e+01 2.998844403192660479e+02 2.191272384673484552e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.200000000000000000e+01 0.000000000000000000e+00
4.300000000000000000e+01 9.872128653071555737e-01 8.269663418614029522e-04 6.594622220474459506e-02 1.258630433291554711e-03 5.393505801487832940e+01 1.777749646095006497e+01 3.114980736959090564e+02 2.190381104890508013e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.300000000000000000e+01 0.000000000000000000e+00
4.400000000000000000e+01 9.867937778389510584e-01 8.552719321547864149e-04 6.594755827460559161e-02 1.257660378074736086e-03 5.393893562984052892e+01 1.777105886666446821e+01 3.232013819932570868e+02 2.189709569399598621e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01 0.000000000000000000e+00
4.500000000000000000e+01 9.863646893362107981e-01 8.837668743602577212e-04 6.594890374709481973e-02 1.256685865920064826e-03 5.394284073595397189e+01 1.776457498250288936e+01 3.349865632504284463e+02 2.189262950758118009e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01 0.000000000000000000e+00
4.600000000000000000e+01 9.859255997708946673e-01 9.124365353846269075e-04 6.595025869716264477e-02 1.255702741314868465e-03 5.394677355503520033e+01 1.775804543940732572e+01 3.468542637401534989e+02 2.189045643774726102e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01 0.000000000000000000e+00
4.700000000000000000e+01 9.854865093839676460e-01 9.413237679096826595e-04 6.595162328795334261e-02 1.254712399365594255e-03 5.395073456498467834e+01 1.775146891887158418e+01 3.588059019857669227e+02 2.189062101526078052e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.700000000000000000e+01 0.000000000000000000e+00
4.800000000000000000e+01 9.850474181754290681e-01 9.703351698556572213e-04 6.595299708944908634e-02 1.253718465029636780e-03 5.395472252192022466e+01 1.774484774533847542e+01 3.708377013195448626e+02 2.189316596700173889e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.800000000000000000e+01 0.000000000000000000e+00
4.900000000000000000e+01 9.845990840249493337e-01 9.829319236703880445e-04 6.595437979405643913e-02 1.252716485706570305e-03 5.395873653713388052e+01 1.773818450019477666e+01 3.829469577817653771e+02 2.189813161893547644e+01 -4.700000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01 0.000000000000000000e+00
5.000000000000000000e+01 9.841511049655040644e-01 9.899889224791054952e-04 6.595577151232359658e-02 1.251708152979489350e-03 5.396277693572444889e+01 1.773147538442521665e+01 3.951346201688837709e+02 2.190555359371715483e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+01 0.000000000000000000e+00
5.100000000000000000e+01 9.837031240499091167e-01 9.996931474046311019e-04 6.595717220025773542e-02 1.250694567021841484e-03 5.396684359419158739e+01 1.772472288931035678e+01 4.074002885823092015e+02 2.191546726908114806e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.100000000000000000e+01 0.000000000000000000e+00
5.200000000000000000e+01 9.832451409207484394e-01 1.011952011699828596e-03 6.595858126816028788e-02 1.249674934437798720e-03 5.397093480454194037e+01 1.771793013938166794e+01 4.197387890954521481e+02 2.192790413037569053e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01 0.000000000000000000e+00
5.300000000000000000e+01 9.827971562721659060e-01 1.026655436560337158e-03 6.595999884428771498e-02 1.248649223866377155e-03 5.397505094317849483e+01 1.771109714551137415e+01 4.321512350597401451e+02 2.194289905710212096e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.300000000000000000e+01 0.000000000000000000e+00
5.400000000000000000e+01 9.823391693686647219e-01 1.043722235730323248e-03 6.596142501070548225e-02 1.247616639224735429e-03 5.397919225247672870e+01 1.770422054585849736e+01 4.446383351401462392e+02 2.196048614821920353e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.400000000000000000e+01 0.000000000000000000e+00
5.500000000000000000e+01 9.818911809870718432e-01 1.062987989114514299e-03 6.596285912058770518e-02 1.246578283809962433e-03 5.398335685815561646e+01 1.769730576555863166e+01 4.571944162137662033e+02 2.198068793411108857e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01 0.000000000000000000e+00
5.600000000000000000e+01 9.814431907493003093e-01 1.084376572423454083e-03 6.596430123772056842e-02 1.245538328212724170e-03 5.398754494930572889e+01 1.769035033266470691e+01 4.698200274035656321e+02 2.200352827162600278e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01 0.000000000000000000e+00
5.700000000000000000e+01 9.809851981945801880e-01 1.107710099876521581e-03 6.596575144051887440e-02 1.244490129606318522e-03 5.399175675756729476e+01 1.768335754126335857e+01 4.825158457463350032e+02 2.202904764383828251e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.700000000000000000e+01 0.000000000000000000e+00
5.800000000000000000e+01 9.805372042237632257e-01 1.132881196320906008e-03 6.596720931045235714e-02 1.243436182473936459e-03 5.399599107126007169e+01 1.767632696033112438e+01 4.952781978412911030e+02 2.205725757683928734e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.800000000000000000e+01 0.000000000000000000e+00
5.900000000000000000e+01 9.800992088988563777e-01 1.159818350598285606e-03 6.596867471661657656e-02 1.242378718340251794e-03 5.400024751391697464e+01 1.766925984257525428e+01 5.081059286725010224e+02 2.208817927371248047e+01 -4.700000000000000000e+01 0.000000000000000000e+00 5.900000000000000000e+01 0.000000000000000000e+00
6.000000000000000000e+01 9.796512112363130464e-01 1.188284341654435167e-03 6.597014773972191548e-02 1.241314968925034479e-03 5.400452632371654715e+01 1.766215442405868785e+01 5.209997356960046773e+02 2.212183691426761811e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.000000000000000000e+01 0.000000000000000000e+00
6.100000000000000000e+01 9.792032117175620831e-01 1.218254862237278316e-03 6.597162810167839231e-02 1.240246328341109046e-03 5.400882669658471968e+01 1.765501408893597102e+01 5.339571756898920967e+02 2.215824508491175493e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.100000000000000000e+01 0.000000000000000000e+00
6.200000000000000000e+01 9.787752114708363482e-01 1.249647738342173639e-03 6.597311557976850982e-02 1.239174744218158675e-03 5.401314798914935267e+01 1.764783822598148788e+01 5.469762904811922226e+02 2.219741393641155014e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.200000000000000000e+01 0.000000000000000000e+00
6.300000000000000000e+01 9.783472094505765160e-01 1.282242233997915506e-03 6.597461023891711129e-02 1.238096342120403783e-03 5.401749039361308746e+01 1.764062817758402346e+01 5.600576396550144409e+02 2.223936445347532853e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.300000000000000000e+01 0.000000000000000000e+00
6.400000000000000000e+01 9.779092050513149559e-01 1.316034802117472050e-03 6.597611187345890638e-02 1.237013623966850108e-03 5.402185331603114804e+01 1.763338350961064194e+01 5.731994145685106332e+02 2.228410458425595664e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.400000000000000000e+01 0.000000000000000000e+00
6.500000000000000000e+01 9.774912000894314668e-01 1.350862423960162316e-03 6.597762023973215151e-02 1.235926319713610225e-03 5.402623605193051048e+01 1.762610618608710311e+01 5.863994743665396072e+02 2.233163948366978957e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.500000000000000000e+01 0.000000000000000000e+00
6.600000000000000000e+01 9.770731933953393789e-01 1.386713765978345994e-03 6.597913538410228595e-02 1.234835269240363393e-03 5.403063873947132123e+01 1.761879426243210389e+01 5.996582165054287543e+02 2.238198314520463583e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.600000000000000000e+01 0.000000000000000000e+00
6.700000000000000000e+01 9.766551849690334741e-01 1.423481024953433729e-03 6.598065717101399275e-02 1.233739644096478382e-03 5.403506098819097048e+01 1.761145130076344500e+01 6.129744464691273151e+02 2.243513942347955492e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.700000000000000000e+01 0.000000000000000000e+00
6.800000000000000000e+01 9.762471754986554728e-01 1.461036492022384616e-03 6.598218528737199995e-02 1.232638344802046383e-03 5.403950189158055650e+01 1.760407660016390352e+01 6.263454164827144268e+02 2.249110712567954806e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.800000000000000000e+01 0.000000000000000000e+00
6.900000000000000000e+01 9.758391643373953706e-01 1.499428422739348217e-03 6.598371979428477307e-02 1.231535813615265620e-03 5.404396163051130486e+01 1.759667159131557312e+01 6.397716533371366268e+02 2.254989304300011099e+01 -4.700000000000000000e+01 0.000000000000000000e+00 6.900000000000000000e+01 0.000000000000000000e+00
7.000000000000000000e+01 9.754311514852483933e-01 1.538505823415240847e-03 6.598526059103058949e-02 1.230426506799190680e-03 5.404843991554132288e+01 1.758923424019059567e+01 6.532522678344986389e+02 2.261149946583046955e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+01 0.000000000000000000e+00
7.100000000000000000e+01 9.750331376923705440e-01 1.578190639722466555e-03 6.598680738140355606e-02 1.229315150498314036e-03 5.405293588895230528e+01 1.758176890685381366e+01 6.667846607053371599e+02 2.267591409787162249e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.100000000000000000e+01 0.000000000000000000e+00
7.200000000000000000e+01 9.746351222499379796e-01 1.618514918942943808e-03 6.598836020820759984e-02 1.228198977571253554e-03 5.405744967830332826e+01 1.757427338126397842e+01 6.803691988654383067e+02 2.274314429157730189e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.200000000000000000e+01 0.000000000000000000e+00
7.300000000000000000e+01 9.742474251866466428e-01 1.636374251417341925e-03 6.598991898792067046e-02 1.227077995406685709e-03 5.406198104395561899e+01 1.756674847076450519e+01 6.940051440644899685e+02 2.281318194531597854e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.300000000000000000e+01 0.000000000000000000e+00
7.400000000000000000e+01 9.738500200025108633e-01 1.635599026626770184e-03 6.599148342524800703e-02 1.225955250547502810e-03 5.406652913054619347e+01 1.755919498218559127e+01 7.076899012441527930e+02 2.288600433094054054e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.400000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+01 9.734626135162977034e-01 1.638205061278689371e-03 6.599305355900642045e-02 1.224827708644011907e-03 5.407109405392360202e+01 1.755161488159868810e+01 7.214237985523948282e+02 2.296160358778229238e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.500000000000000000e+01 0.000000000000000000e+00
7.600000000000000000e+01 9.730752049332175302e-01 1.644161722879492697e-03 6.599462932467099752e-02 1.223696201879062107e-03 5.407567562949731155e+01 1.754400488693639915e+01 7.352062643002184359e+02 2.303996732835322447e+01 -4.700000000000000000e+01 0.000000000000000000e+00 7.600000000000000000e+01 0.000000000000000000e+00
7.700000000000000000e+01 9.726877942532620169e-01 1.653414646012165822e-03 6.599621042444696328e-02 1.222562122837212361e-03 5.408027299434239410e+01 1.753637051701317517e+01 7.490346867143196050e+02 2.312107350415710272e+01 -4.391019196565184046e+01 1.186385680666927840e+02 7.568502917073217873e+01 4.872076591594771600e+01
7.800000000000000000e+01 9.723003814764227259e-01 1.665884216374361858e-03 6.599779691640068890e-02 1.221423830553697775e-03 5.408488632016540265e+01 1.752870982292353119e+01 7.629095667132718290e+02 2.320491409790516002e+01 -3.775200480754506316e+01 1.190022630558392933e+02 7.426498023823519645e+01 4.467901381602902688e+01
7.900000000000000000e+01 9.719129666026911085e-01 1.681494176300715087e-03 6.599938871611542301e-02 1.220283237968133871e-03 5.408951536436225638e+01 1.752102289965935711e+01 7.768301590645154420e+02 2.329147289508713214e+01 -3.157338304185535804e+01 1.196401837735988209e+02 7.305437111804366168e+01 4.125394240074680852e+01
8.000000000000000000e+01 9.715155486484606806e-01 1.700188782305720250e-03 6.600098559644525242e-02 1.219139833095295384e-03 5.409415946917560802e+01 1.751331020673075400e+01 7.907944705475586034e+02 2.338073043046395583e+01 -2.537520992889509586e+01 1.205505257895908500e+02 7.200904875738970645e+01 3.831271836545367648e+01
8.100000000000000000e+01 9.711281295539446745e-01 1.721834398567871844e-03 6.600258759613228388e-02 1.217991928393362053e-03 5.409881875003097917e+01 1.750557280893775314e+01 8.048028332972515955e+02 2.347267511596725242e+01 -1.543479275394489036e+01 2.671514069174672272e+02 7.109613379722735260e+01 3.576140378107918139e+01
8.200000000000000000e+01 9.707307073249649143e-01 1.746298147571879057e-03 6.600419459612515138e-02 1.216840094073070797e-03 5.410349286341921271e+01 1.749780991746251146e+01 8.188541996550925433e+02 2.356727855187959264e+01 -1.434457730826209421e+00 2.669864639121687446e+02 7.029114383702412283e+01 3.352536996860868612e+01
8.300000000000000000e+01 9.703432840096303247e-01 1.773484141518981514e-03 6.600580643887550558e-02 1.215687676784416504e-03 5.410818135377136429e+01 1.749002358607828356e+01 8.329471855639002342e+02 2.366452564738151665e+01 1.260734834799754545e+01 2.668209388543745035e+02 6.955370147983256857e+01 3.227755023792256139e+01
8.400000000000000000e+01 9.699458575058663712e-01 1.803213018432742653e-03 6.600742316560904988e-02 1.214530775002131821e-03 5.411288434365592792e+01 1.748221248828324903e+01 8.470821450779922088e+02 2.376439848969779689e+01 2.669098398925083160e+01 2.666549359817981895e+02 6.886539665398535703e+01 3.103041868803817849e+01
8.500000000000000000e+01 9.695484288512099535e-01 1.835416664407759800e-03 6.600904461863879580e-02 1.213371916375296806e-03 5.411760137699678808e+01 1.747437884946938524e+01 8.612576931887122100e+02 2.386687126272810389e+01 4.081504787304758253e+01 2.664924601435315026e+02 6.822770494541059350e+01 3.043537831775543268e+01
8.600000000000000000e+01 9.691609991910962174e-01 1.869932757001446268e-03 6.601067069493533890e-02 1.212208583704173963e-03 5.412233215663220420e+01 1.746652259205417579e+01 8.754729229645812438e+02 2.397191985652511903e+01 5.497864641385289275e+01 2.663257160165480286e+02 6.762801928352732261e+01 2.952148194373858558e+01
